pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,effort_type,domain_frame,incentivization,study_context,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,3,Single,sample 1,Effort-based decision-making task,description,physical,gain,incentivized,in person,41,22,NA,19,NA,16,NA,11,NA,6,NA,9,NA,0.7272727272727273,NA,0.5789473684210527,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 3 force level,NA,9.587638523134032,4.684939125425677,NA,NA,NA,NA,8.834998472676753,4.349625278877142,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,4,Single,sample 1,Effort-based decision-making task,description,physical,gain,incentivized,in person,41,22,NA,19,NA,16,NA,11,NA,6,NA,9,NA,0.7272727272727273,NA,0.5789473684210527,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 4 force level,NA,15.902957966933418,6.277874266050913,NA,NA,NA,NA,17.76057602309161,15.919159807855918,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,5,Single,sample 1,Effort-based decision-making task,description,physical,gain,incentivized,in person,41,22,NA,19,NA,16,NA,11,NA,6,NA,9,NA,0.7272727272727273,NA,0.5789473684210527,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 5 force level,NA,23.614279668323316,13.437289206809321,NA,NA,NA,NA,32.27378556901048,26.675645871891096,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,6,Single,sample 1,Effort-based decision-making task,description,physical,gain,incentivized,in person,41,22,NA,19,NA,16,NA,11,NA,6,NA,9,NA,0.7272727272727273,NA,0.5789473684210527,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 6 force level,NA,41.080189237205715,27.613867252651893,NA,NA,NA,NA,40.692712038874355,29.61793744211111,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,7,Single,sample 1,Effort-based decision-making task,description,physical,loss,incentivized,in person,41,22,NA,19,NA,16,NA,9,NA,6,NA,11,NA,0.7272727272727273,NA,0.47368421052631576,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 1 force level,NA,3.056504449108839,1.0867358081760106,NA,NA,NA,NA,3.8589449067519994,1.731454116663349,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,8,Single,sample 1,Effort-based decision-making task,description,physical,loss,incentivized,in person,41,22,NA,19,NA,16,NA,11,NA,6,NA,9,NA,0.7272727272727273,NA,0.5789473684210527,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 2 force level,NA,4.302072334685984,2.030358185825391,NA,NA,NA,NA,4.501200797796984,2.3849802359617525,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,9,Single,sample 1,Effort-based decision-making task,description,physical,loss,incentivized,in person,41,22,NA,19,NA,16,NA,11,NA,6,NA,9,NA,0.7272727272727273,NA,0.5789473684210527,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 3 force level,NA,6.492085925796326,4.872529590790825,NA,NA,NA,NA,5.283092483793153,3.733123006918011,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,10,Single,sample 1,Effort-based decision-making task,description,physical,loss,incentivized,in person,41,22,NA,19,NA,16,NA,11,NA,6,NA,9,NA,0.7272727272727273,NA,0.5789473684210527,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 4 force level,NA,10.83876009388877,6.611748642391065,NA,NA,NA,NA,6.663756362912777,4.6745076895955595,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,11,Single,sample 1,Effort-based decision-making task,description,physical,loss,incentivized,in person,41,22,NA,19,NA,16,NA,11,NA,6,NA,9,NA,0.7272727272727273,NA,0.5789473684210527,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 5 force level,NA,19.947508706704085,20.33920069682595,NA,NA,NA,NA,11.50922491507006,7.156882190282824,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,12,Single,sample 1,Effort-based decision-making task,description,physical,loss,incentivized,in person,41,22,NA,19,NA,16,NA,11,NA,6,NA,9,NA,0.7272727272727273,NA,0.5789473684210527,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference Point,Effort Indifference point for level 6 force level,NA,28.53155181959682,26.41199520403106,NA,NA,NA,NA,22.81724322325656,17.883956269216956,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group (m + sd),raw data
3,McLaughlin,2021,Measuring the Subjective Cost of Listening Effort Using a Discounting Task,1,Single,sample 1,Discounting Task,description,cognitive,gain,incentivized,in person,98,50,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,0.6875,NA,NA,NA,NA,44.91836734693877,19.94,NA,70.9375,18,18,NA,65,79,24,NA,79,25.7724673156019,1.530772780696877,NA,3.640237600381882,NA,NA,NA,NA,Area Under the Curve,Area Under the Curve. Discouting of rewards across different levels of listening trials,-0.43142805914374327,0.913695,0.134498125034348,NA,NA,NA,NA,0.7614583333333333,0.2072394501930365,NA,NA,NA,Raw data (https://osf.io/8jpnx/files/),both,raw data
5,Seaman,2016,Adult Age Differences in Decision Making Across Domains: Increased Discounting of Social and Health-Related Rewards,1,single,sample 1,Effort Expenditure for Rewards Task,description,physical,gain,hypothetical,in person,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5978260869565217,NA,NA,NA,NA,NA,NA,NA,49.66304347826087,NA,NA,NA,22,NA,NA,NA,83,NA,NA,NA,18.011154769474302,NA,NA,NA,NA,NA,NA,NA,Discounting Rate,"Proportion lower effort choices in the ""Money"" trials",-0.09027890946875163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data (https://osf.io/94225/),age continuous,raw data
6,Lockwood,2021,Aging Increases Prosocial Motivation for Effort,1,Single,sample 1,Effort-based decision making,description,physical,gain,incentivized,in person,186,94,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5851063829787234,NA,0.4673913043478261,NA,NA,NA,NA,46.63978494623656,24.085106382978722,NA,69.68478260869566,18,18,NA,55,84,36,NA,84,23.350775852773605,3.9802187611248745,NA,5.469052488051002,NA,NA,NA,NA,Discounting rate,"Discounting rate (k parameter) for the ""self"" trials",-0.18019082468442063,0.07968572502331447,0.07915842319314292,NA,NA,NA,NA,0.05287724677153498,0.06862724034407239,NA,NA,NA,Raw data (https://osf.io/guqrm/),both,raw data
