first_author,year_of_publication,yi,vi,cit_count,n_incl_es,year,no_link,year_of_pub_chr,preference
Lauriola,2001,-0.013690934968768123,0.009134654454495158,44,76,2016,FALSE,2001,risk
Lauriola,2001,-0.013690934968768123,0.009134654454495158,29,76,2017,FALSE,2001,risk
Lauriola,2001,-0.013690934968768123,0.009134654454495158,34,76,2018,FALSE,2001,risk
Lauriola,2001,-0.013690934968768123,0.009134654454495158,48,76,2019,FALSE,2001,risk
Lauriola,2001,-0.013690934968768123,0.009134654454495158,36,76,2020,FALSE,2001,risk
Lauriola,2001,-0.013690934968768123,0.009134654454495158,42,76,2021,FALSE,2001,risk
Lauriola,2001,-0.013690934968768123,0.009134654454495158,33,76,2022,FALSE,2001,risk
Lauriola,2001,-0.013690934968768123,0.009134654454495158,0,76,2001,FALSE,2001,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,3,44,2009,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,5,44,2010,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,15,44,2011,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,17,44,2012,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,8,44,2013,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,11,44,2014,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,12,44,2015,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,13,44,2016,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,12,44,2017,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,10,44,2018,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,5,44,2019,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,6,44,2020,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,9,44,2021,FALSE,2009,risk
Mikels,2009,-0.2209044502099841,0.015078896279778866,10,44,2022,FALSE,2009,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,4,84,2012,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,8,84,2013,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,7,84,2014,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,13,84,2015,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,17,84,2016,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,13,84,2017,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,5,84,2018,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,10,84,2019,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,8,84,2020,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,13,84,2021,FALSE,2012,risk
Rolison,2012,-0.12664673877985386,0.008780253014409092,16,84,2022,FALSE,2012,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,2,26.5,2007,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,2,26.5,2008,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,2,26.5,2009,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,1,26.5,2010,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,2,26.5,2011,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,2,26.5,2012,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,3,26.5,2013,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,0,26.5,2014,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,3,26.5,2015,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,3,26.5,2016,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,0,26.5,2017,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,1,26.5,2018,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,0,26.5,2019,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,1,26.5,2020,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,1,26.5,2021,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,0,26.5,2006,FALSE,2006,risk
Rafaely,2006,-0.10621732768233982,0.015381584593054498,0,26.5,2022,FALSE,2006,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,7,108,2011,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,12,108,2012,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,6,108,2013,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,9,108,2014,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,14,108,2015,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,6,108,2016,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,3,108,2017,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,1,108,2018,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,2,108,2019,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,5,108,2020,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,5,108,2021,FALSE,2011,risk
SamanezLarkin,2011,0.08374840094334532,0.006119232788250534,5,108,2022,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,7,419,2011,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,12,419,2012,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,14,419,2013,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,23,419,2014,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,26,419,2015,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,19,419,2016,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,19,419,2017,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,16,419,2018,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,11,419,2019,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,20,419,2020,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,16,419,2021,FALSE,2011,risk
Weller,2011,-0.06523147100776877,0.0014800179886778277,15,419,2022,FALSE,2011,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,8,91,2013,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,13,91,2014,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,26,91,2015,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,26,91,2016,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,20,91,2017,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,29,91,2018,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,22,91,2019,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,21,91,2020,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,25,91,2021,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,25,91,2022,FALSE,2012,risk
Mather,2012,0.37696879980347886,9.638066512119371e-4,0,91,2012,FALSE,2012,risk
Bickel,2014,-0.11417,8.382963235126225e-4,3,1163,2014,FALSE,2014,risk
Bickel,2014,-0.11417,8.382963235126225e-4,12,1163,2015,FALSE,2014,risk
Bickel,2014,-0.11417,8.382963235126225e-4,14,1163,2016,FALSE,2014,risk
Bickel,2014,-0.11417,8.382963235126225e-4,15,1163,2017,FALSE,2014,risk
Bickel,2014,-0.11417,8.382963235126225e-4,15,1163,2018,FALSE,2014,risk
Bickel,2014,-0.11417,8.382963235126225e-4,8,1163,2019,FALSE,2014,risk
Bickel,2014,-0.11417,8.382963235126225e-4,18,1163,2020,FALSE,2014,risk
Bickel,2014,-0.11417,8.382963235126225e-4,14,1163,2021,FALSE,2014,risk
Bickel,2014,-0.11417,8.382963235126225e-4,11,1163,2022,FALSE,2014,risk
Best,2018,-0.05607128871246512,0.006826008252543589,5,78,2020,FALSE,2018,risk
Best,2018,-0.05607128871246512,0.006826008252543589,2,78,2021,FALSE,2018,risk
Best,2018,-0.05607128871246512,0.006826008252543589,4,78,2022,FALSE,2018,risk
Best,2018,-0.05607128871246512,0.006826008252543589,0,78,2018,FALSE,2018,risk
Best,2018,-0.05607128871246512,0.006826008252543589,0,78,2019,FALSE,2018,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,1,52,2012,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,3,52,2013,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,0,52,2014,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,3,52,2015,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,6,52,2016,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,1,52,2017,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,3,52,2018,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,4,52,2019,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,3,52,2020,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,3,52,2021,FALSE,2012,risk
Cavanagh,2012,0.24350220409823414,0.010528718462217904,6,52,2022,FALSE,2012,risk
Horn,2022,0.20016963379874178,0.008952810580446117,11,65,2022,FALSE,2022a,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,3,70,2013,FALSE,2013,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,11,70,2014,FALSE,2013,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,26,70,2015,FALSE,2013,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,33,70,2016,FALSE,2013,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,26,70,2017,FALSE,2013,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,33,70,2018,FALSE,2013,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,37,70,2019,FALSE,2013,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,38,70,2020,FALSE,2013,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,32,70,2021,FALSE,2013,risk
Tymula,2013,-0.37130602347508856,0.0076426687623368,43,70,2022,FALSE,2013,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,1,81,2013,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,2,81,2014,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,3,81,2015,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,3,81,2016,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,0,81,2017,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,1,81,2018,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,0,81,2019,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,1,81,2020,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,0,81,2021,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,1,81,2022,FALSE,2012,risk
Spaniol,2012,-0.12672888585172148,0.006724240637316237,0,81,2012,FALSE,2012,risk
Seaman,2018,0.03893789780314288,0.0011737654412764475,1,508,2018,FALSE,2018,risk
Seaman,2018,0.03893789780314288,0.0011737654412764475,1,508,2019,FALSE,2018,risk
Seaman,2018,0.03893789780314288,0.0011737654412764475,1,508,2020,FALSE,2018,risk
Seaman,2018,0.03893789780314288,0.0011737654412764475,3,508,2021,FALSE,2018,risk
Seaman,2018,0.03893789780314288,0.0011737654412764475,3,508,2022,FALSE,2018,risk
Westbrook,2012,0,0.0119047619047619,1,86,2013,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,1,86,2014,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,2,86,2015,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,1,86,2016,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,0,86,2017,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,3,86,2018,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,0,86,2019,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,0,86,2020,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,0,86,2021,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,2,86,2022,FALSE,2012,risk
Westbrook,2012,0,0.0119047619047619,0,86,2012,FALSE,2012,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,2,85,2008,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,10,85,2009,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,13,85,2010,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,11,85,2011,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,24,85,2012,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,15,85,2013,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,10,85,2014,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,17,85,2015,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,11,85,2016,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,12,85,2017,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,8,85,2018,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,5,85,2019,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,12,85,2020,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,12,85,2021,FALSE,2008,risk
Zamarian,2008,0.031845496532684106,0.0066342225260855765,7,85,2022,FALSE,2008,risk
Mok,2020,0.03001607245098233,0.010370140949878382,3,74,2020,FALSE,2020,risk
Mok,2020,0.03001607245098233,0.010370140949878382,5,74,2021,FALSE,2020,risk
Mok,2020,0.03001607245098233,0.010370140949878382,9,74,2022,FALSE,2020,risk
FawnsRitchie,2022,-0.15,0.0024947943864229755,0,384,2022,FALSE,2022,risk
Zilker,2021,0.03758816815638375,0.004212268001744675,1,158,2021,FALSE,2021,risk
Zilker,2021,0.03758816815638375,0.004212268001744675,0,158,2022,FALSE,2021,risk
Zilker,2020,-0.08293506597702027,0.0016772217945784079,12,159,2021,FALSE,2020,risk
Zilker,2020,-0.08293506597702027,0.0016772217945784079,15,159,2022,FALSE,2020,risk
Zilker,2020,-0.08293506597702027,0.0016772217945784079,0,159,2020,FALSE,2020,risk
Zabel,2009,-0.23,0.0030100617785234892,6,299,2012,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,5,299,2013,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,1,299,2014,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,2,299,2015,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,0,299,2016,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,2,299,2017,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,2,299,2018,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,1,299,2019,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,2,299,2020,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,0,299,2009,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,0,299,2010,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,0,299,2011,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,0,299,2021,FALSE,2009,risk
Zabel,2009,-0.23,0.0030100617785234892,0,299,2022,FALSE,2009,risk
Wood,2016,0.195,0.015423265010416664,NA,61,2016,TRUE,2016,risk
Wood,2016,0.195,0.015423265010416664,NA,61,2017,TRUE,2016,risk
Wood,2016,0.195,0.015423265010416664,NA,61,2018,TRUE,2016,risk
Wood,2016,0.195,0.015423265010416664,NA,61,2019,TRUE,2016,risk
Wood,2016,0.195,0.015423265010416664,NA,61,2020,TRUE,2016,risk
Wood,2016,0.195,0.015423265010416664,NA,61,2021,TRUE,2016,risk
Wood,2016,0.195,0.015423265010416664,NA,61,2022,TRUE,2016,risk
Wilson,2022,-0.26895055945650354,0.005639602127341366,6,149,2022,FALSE,2022,risk
Wilson,2018,0.08895849438058541,0.01724002798745901,1,40,2018,FALSE,2018,risk
Wilson,2018,0.08895849438058541,0.01724002798745901,3,40,2019,FALSE,2018,risk
Wilson,2018,0.08895849438058541,0.01724002798745901,2,40,2020,FALSE,2018,risk
Wilson,2018,0.08895849438058541,0.01724002798745901,9,40,2021,FALSE,2018,risk
Wilson,2018,0.08895849438058541,0.01724002798745901,7,40,2022,FALSE,2018,risk
Weller,2014,-0.040128255524071774,0.010985197059984674,2,69,2015,FALSE,2014,risk
Weller,2014,-0.040128255524071774,0.010985197059984674,5,69,2016,FALSE,2014,risk
Weller,2014,-0.040128255524071774,0.010985197059984674,6,69,2017,FALSE,2014,risk
Weller,2014,-0.040128255524071774,0.010985197059984674,3,69,2018,FALSE,2014,risk
Weller,2014,-0.040128255524071774,0.010985197059984674,2,69,2019,FALSE,2014,risk
Weller,2014,-0.040128255524071774,0.010985197059984674,3,69,2020,FALSE,2014,risk
Weller,2014,-0.040128255524071774,0.010985197059984674,4,69,2021,FALSE,2014,risk
Weller,2014,-0.040128255524071774,0.010985197059984674,2,69,2022,FALSE,2014,risk
Weller,2014,-0.040128255524071774,0.010985197059984674,0,69,2014,FALSE,2014,risk
Sullivan,2021,0.20725416115436504,0.011338975638949695,1,81,2022,FALSE,2021,risk
Sullivan,2021,0.20725416115436504,0.011338975638949695,0,81,2021,FALSE,2021,risk
Sproten,2018,0.030973294760661765,0.0037543098443204486,7,166.66666666666666,2019,FALSE,2018,risk
Sproten,2018,0.030973294760661765,0.0037543098443204486,6,166.66666666666666,2020,FALSE,2018,risk
Sproten,2018,0.030973294760661765,0.0037543098443204486,9,166.66666666666666,2021,FALSE,2018,risk
Sproten,2018,0.030973294760661765,0.0037543098443204486,8,166.66666666666666,2022,FALSE,2018,risk
Sproten,2018,0.030973294760661765,0.0037543098443204486,0,166.66666666666666,2018,FALSE,2018,risk
Rutledge,2016,-0.03251138110142452,4.5480174783936915e-5,4,14399,2016,FALSE,2016,risk
Rutledge,2016,-0.03251138110142452,4.5480174783936915e-5,6,14399,2017,FALSE,2016,risk
Rutledge,2016,-0.03251138110142452,4.5480174783936915e-5,14,14399,2018,FALSE,2016,risk
Rutledge,2016,-0.03251138110142452,4.5480174783936915e-5,18,14399,2019,FALSE,2016,risk
Rutledge,2016,-0.03251138110142452,4.5480174783936915e-5,22,14399,2020,FALSE,2016,risk
Rutledge,2016,-0.03251138110142452,4.5480174783936915e-5,15,14399,2021,FALSE,2016,risk
Rutledge,2016,-0.03251138110142452,4.5480174783936915e-5,16,14399,2022,FALSE,2016,risk
Rieger,2015,-0.07,0.0013399512990527741,4,740,2015,FALSE,2015,risk
Rieger,2015,-0.07,0.0013399512990527741,12,740,2016,FALSE,2015,risk
Rieger,2015,-0.07,0.0013399512990527741,2,740,2017,FALSE,2015,risk
Rieger,2015,-0.07,0.0013399512990527741,4,740,2018,FALSE,2015,risk
Rieger,2015,-0.07,0.0013399512990527741,6,740,2019,FALSE,2015,risk
Rieger,2015,-0.07,0.0013399512990527741,12,740,2020,FALSE,2015,risk
Rieger,2015,-0.07,0.0013399512990527741,7,740,2021,FALSE,2015,risk
Rieger,2015,-0.07,0.0013399512990527741,6,740,2022,FALSE,2015,risk
Pu,2017,0.2261719626691764,0.009755237666925643,NA,66,2017,TRUE,2017,risk
Pu,2017,0.2261719626691764,0.009755237666925643,NA,66,2018,TRUE,2017,risk
Pu,2017,0.2261719626691764,0.009755237666925643,NA,66,2019,TRUE,2017,risk
Pu,2017,0.2261719626691764,0.009755237666925643,NA,66,2020,TRUE,2017,risk
Pu,2017,0.2261719626691764,0.009755237666925643,NA,66,2021,TRUE,2017,risk
Pu,2017,0.2261719626691764,0.009755237666925643,NA,66,2022,TRUE,2017,risk
Pornpattananangkul,2018,0.13359259274794846,0.0035334899742442295,2,95.5,2020,FALSE,2018,risk
Pornpattananangkul,2018,0.13359259274794846,0.0035334899742442295,1,95.5,2021,FALSE,2018,risk
Pornpattananangkul,2018,0.13359259274794846,0.0035334899742442295,2,95.5,2022,FALSE,2018,risk
Pornpattananangkul,2018,0.13359259274794846,0.0035334899742442295,0,95.5,2018,FALSE,2018,risk
Pornpattananangkul,2018,0.13359259274794846,0.0035334899742442295,0,95.5,2019,FALSE,2018,risk
