id,estimate,choice,comp_1,comp_2,task_experience,pastatt,age,gender,cond_num,fail_comp_1,fail_comp_2,comp_fail,novice
R_XFXhpvBE6dRQIdb,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,25,Female,1,0,0,0,1
R_24lc3iGDaNxLavO,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,24,Female,122,0,0,0,1
R_2SI7KrJ2rD10R0Z,20,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,19,Male,63,0,0,0,0
R_8ICz1g1HviyoFH3,12.5,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,45,Female,88,0,0,0,1
R_1luUWPmEpUX5fuJ,83.3,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,18,Male,12,0,0,0,1
R_3J2x2E4lcjwLRHI,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,53,Female,4,0,0,0,1
R_1gA2P2ZT8zD4BKr,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Female,27,0,0,0,1
R_2qaStshjJksgral,12.5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,58,Female,27,0,0,0,1
R_2EDVICPGC44pF5z,40,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,32,Male,122,0,0,0,1
R_2ZTTUshsIaE5tcO,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,19,Female,12,0,0,0,1
R_3fYKeX1avZdXuVU,50,Option B,10,I don't know,No,This is the first time I have completed this survey,31,Female,243,0,1,1,1
R_siFUhROKi4jjvi1,630,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,27,Female,63,0,0,0,0
R_2aQNwBbVzi53GKL,0,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,22,Female,4,0,0,0,1
R_1r9wWr9QKougMaD,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Female,1,0,0,0,1
R_1Q9j1ZAq37MZ7Zf,20,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,46,Female,88,0,0,0,1
R_dn9NeMgXKpeYHAJ,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Female,12,0,0,0,1
R_2UYqckUW2VC4Vpk,1,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,27,Male,27,0,0,0,1
R_2rvaWxgo30qC9rY,243,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Female,243,0,0,0,1
R_1QzvwerNn7j7ryq,12,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,26,Male,1,0,0,0,0
R_12foKVOA8xxQAAU,20,Option B,10,Because of a problem loading the text,Don't know,This is the first time I have completed this survey,36,Female,4,0,1,1,0
R_31hI3ZsTz7SEt1O,122,Option B,10,Other,Yes,This is the first time I have completed this survey,19,Female,122,0,1,1,0
R_2U5UDYhoeKqeiUF,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,22,Female,1,0,0,0,1
R_3h5tLqqYBvwMH9T,100,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,33,Female,122,0,0,0,0
R_Xtzxf1ZHkiK2FMt,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,28,Male,63,0,0,0,1
R_30dT2KoMfMWxEtZ,124.3,Option B,0,Because of a typo,No,This is the first time I have completed this survey,20,Female,243,1,1,1,1
R_3FLHn5cXvIrkoaY,15,Option A,10,Because of a problem loading the text,No,This is the first time I have completed this survey,42,Female,88,0,1,1,1
R_xmf660YcW4ykLlv,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,34,Male,27,0,0,0,1
R_3fW5TZHChj1mlhm,25,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,49,Female,12,0,0,0,1
R_vp1p1oO8u462p7b,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,31,Female,4,0,0,0,1
R_2QXJGHRXLxZbnOH,0.08,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,54,Female,88,0,0,0,1
R_2SGm3MVMJBCQFlO,50,Option A,10,Because of a printing error,Don't know,This is the first time I have completed this survey,38,Female,243,0,0,0,0
R_2t3WthRsFRTf6ev,60,Option B,20,Because of a problem loading the text,No,This is the first time I have completed this survey,26,Male,63,1,1,1,1
R_22QvFbr47iE0jGd,20,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,18,Female,27,0,0,0,0
R_2xDEOnFGFeLtqO6,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Male,63,0,0,0,1
R_2CVSLLK9w1EkkIb,10000,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,53,Male,1,0,0,0,1
R_3LigWkepVJBtdZ3,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,33,Male,122,0,0,0,1
R_31FSyvB3ohZvgZC,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,40,Female,12,0,0,0,1
R_A0geXXoWBBrGTrb,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,40,Female,4,0,0,0,1
R_1IpmvYAcKMFlmAC,20,Option A,10,I don't know,Yes,This is the first time I have completed this survey,25,Male,88,0,1,1,0
R_3INKJ6bgSNwGC3f,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Female,4,0,0,0,1
R_3sBzoe2J4RruFov,100,Option B,10,Because of a problem loading the text,Yes,This is the first time I have completed this survey,44,Male,122,0,1,1,0
R_1P2kXvgUA4vVAui,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Female,63,0,0,0,1
R_06shnyQcxbS2goN,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,30,Male,27,0,0,0,1
R_1LMTfqlscoSfl9Y,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,34,Female,1,0,0,0,1
R_21FIPoldmU0ZMJi,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,58,Male,4,0,0,0,1
R_tMtjgZ9OhYF9y7L,880,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,25,Female,88,0,0,0,1
R_3R8Cywg0k8DTRq8,25,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,21,Female,12,0,0,0,1
R_xAiijWVqoJTpM6R,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,36,Female,12,0,0,0,1
R_2cB1JlqrCbUJCMy,100,Option B,100,Because of a printing error,No,This is the first time I have completed this survey,20,Male,122,1,0,1,1
R_3oWQRWirCauzpSq,15,Option B,0,Because of a printing error,No,This is the first time I have completed this survey,27,Female,88,1,0,1,1
R_1DDaz27pucK9AGl,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,55,Female,27,0,0,0,1
R_xrBPo9vCMz7uush,10,Option A,10,Other,No,This is the first time I have completed this survey,31,Female,1,0,1,1,1
R_31EHGreeKoWnnlD,17.89,Option A,10,I don't know,No,This is the first time I have completed this survey,30,Female,243,0,1,1,1
R_31oZ5hFPnkKoIe5,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,32,Female,63,0,0,0,1
R_2VL5vtTiqJlR4kS,14,Option A,10,Because of a printing error,Don't know,This is the first time I have completed this survey,64,Female,27,0,0,0,0
R_xchQG3mcZ6G9n57,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,28,Male,243,0,0,0,1
R_rr73KON9sH2nESR,11,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,31,Female,27,0,0,0,1
R_25zQFZKH6dGjEv4,17,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,18,Male,63,0,0,0,1
R_pzsulJZsERyOgCd,30,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,38,Female,243,0,0,0,1
R_3jWKLCf99A8JcVr,5,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,29,Female,88,0,0,0,1
R_1JIRLfBKpRQrjXp,12,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,23,Female,4,0,0,0,0
R_2pY9NKSoDDSMPBs,15,Option B,0,Because of a problem loading the text,No,This is the first time I have completed this survey,35,Male,1,1,1,1,1
R_RrSBDPvYdgDA77j,50,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,22,Male,122,0,0,0,1
R_27JAB0U3cJJSwfW,12,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,51,Female,12,0,0,0,1
R_1onzeQcLxbO9nW6,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,18,Male,122,0,0,0,1
R_3EBaxiSfpf2BdOY,880,Option B,Other,Because of a printing error,Yes,This is the first time I have completed this survey,19,Male,88,1,0,1,0
R_2qlnnhvz1KPWPL8,20,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,29,Female,12,0,0,0,1
R_9HLEeD4XLNyEEjT,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,36,Female,63,0,0,0,1
R_1dcSdNmfD0eH7bF,10,Option A,10,I don't know,No,This is the first time I have completed this survey,31,Female,12,0,1,1,1
R_2TY0tqdzoKOb6gL,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,27,Female,63,0,0,0,1
R_1ItscADpJhdSTaz,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,87,Female,1,0,0,0,1
R_abpZWupZMPr6s1z,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,22,Female,243,0,0,0,1
R_3383b1w2aZ8tF9X,12,Option B,10,Because of a problem loading the text,Don't know,This is the first time I have completed this survey,28,Female,1,0,1,1,0
R_1Qn3SAioRlA1sVc,12.5,Option B,0,Because of a printing error,No,This is the first time I have completed this survey,50,Female,4,1,0,1,1
R_29iGSwRQpvg8TAR,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,18,Female,4,0,0,0,1
R_Wk6RA9oJQrQtn2x,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,32,Female,27,0,0,0,1
R_1IGcvzLoIe1ExUf,20,Option B,10,Because of a typo,Yes,This is the first time I have completed this survey,30,Female,27,0,1,1,0
R_3J9EV6ZRQKff1Fp,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,29,Female,243,0,0,0,1
R_x5HpcRQb6oJWFs5,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,18,Female,88,0,0,0,1
R_3PQPjhKG4ql5LyW,880,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,28,Female,88,0,0,0,0
R_1BXUBjtWzLjyebv,12,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,32,Female,122,0,0,0,1
R_2Cm5t4fLczzj2R8,40,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,21,Male,4,0,0,0,1
R_1H0rIoCdOl9J2ZL,1,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,34,Female,122,0,0,0,1
R_2cbmneRuPlYxkAp,20,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,36,Female,243,0,0,0,0
R_2zbGEVEquTApufh,20,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,58,Female,1,0,0,0,0
R_STzFZ1g1pUc6VSF,120,Option B,0,Because of a printing error,No,This is the first time I have completed this survey,71,Male,12,1,0,1,1
R_3JqtEzWFaESptsl,10,Option A,10,Because of a problem loading the text,No,This is the first time I have completed this survey,41,Female,4,0,1,1,1
R_1KwH8KOFOfcppdd,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,43,Male,63,0,0,0,1
R_2uJuG3VZ49R1pJo,11,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,55,Female,1,0,0,0,1
R_3lWgfPC0nWT6azj,20,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,54,Female,27,0,0,0,0
R_2zkDpbiyyfCLgxX,15,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,24,Female,12,0,0,0,0
R_308mqmCzJdUOx0r,100,Option B,10,I don't know,Yes,This is the first time I have completed this survey,48,Female,122,0,1,1,0
R_3NxNKo0m4kXVl5V,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,18,Female,88,0,0,0,1
R_bkLlYyWalXzhqHn,1,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,28,Female,243,0,0,0,1
R_11ZX0TB4HLdtiQn,30,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,21,Male,27,0,0,0,0
R_2zMU51UINooG0pg,10.1,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,35,Female,63,0,0,0,1
R_1ilFS1jxPmFTFqJ,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,59,Male,4,0,0,0,1
R_1hYEts8BwHwNCM0,20,Option A,10,Because of a problem loading the text,No,This is the first time I have completed this survey,41,Female,122,0,1,1,1
R_3qksOp8q6eQR6NL,15,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,26,Male,88,0,0,0,1
R_3nNJgGpY6zVcW5f,20,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,48,Male,122,0,0,0,0
R_3MGS8h8tyiyEuA0,20,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,72,Female,243,0,0,0,0
R_27e91aljK3kTG5R,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,35,Male,1,0,0,0,1
R_27amlUk3hVf0ySU,0.15,Option A,10,I don't know,Yes,This is the first time I have completed this survey,28,Female,63,0,1,1,0
R_2uss1HIJ58e7AHz,188,Option B,10,I don't know,Yes,This is the first time I have completed this survey,26,Female,88,0,1,1,0
R_b710y1N87mtxn5n,12,Option B,10,Because of a typo,No,This is the first time I have completed this survey,82,Female,12,0,1,1,1
R_2XnvmL8RhIOpWhp,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,39,Male,243,0,0,0,1
R_2R3oofh2QQLdKLx,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,34,Male,1,0,0,0,1
R_2B3hy1cdUXfrrXI,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Female,1,0,0,0,1
R_3KBpeHSJtSqh7mu,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,22,Female,27,0,0,0,1
R_8GP3hJXHM4gtoVH,15,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,47,Female,12,0,0,0,0
R_2R49oTegLk25Acf,20,Option B,10,Because of a problem loading the text,No,This is the first time I have completed this survey,44,Female,4,0,1,1,1
R_BJ5zZqNsfaTj6RH,12,Option B,10,Because of a problem loading the text,No,This is the first time I have completed this survey,57,Male,4,0,1,1,1
R_1pnu9ZTHyX7eFe7,880,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,21,Female,88,0,0,0,0
R_3J3jJWquQAcDSKL,11,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,36,Male,63,0,0,0,1
R_2fkRxJXKC3ZVLss,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,29,Female,122,0,0,0,1
R_spvxvhcBY669EJj,20,Option B,0,Because of a printing error,No,This is the first time I have completed this survey,28,Male,243,1,0,1,1
R_2atYtoqs3QyAe3y,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,35,Female,12,0,0,0,1
R_2Cvt27KANGzKHLY,20,Option B,10,Because of a typo,No,This is the first time I have completed this survey,28,Female,63,0,1,1,1
R_T5WEmPAbfdENFWF,25,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,59,Female,27,0,0,0,0
R_1dLf6oQHi3sn59E,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,29,Female,4,0,0,0,1
R_1FlYSAwRNjWfS5F,12,Option A,10,Other,No,This is the first time I have completed this survey,42,Female,1,0,1,1,1
R_UYZB5RywyeUfQ3v,30,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,21,Male,88,0,0,0,0
R_25FToKgu6eKAanX,20,Option B,10,Because of a problem loading the text,No,This is the first time I have completed this survey,40,Female,27,0,1,1,1
R_2fcU8emhIJS1PKI,100,Option A,10,Because of a printing error,Don't know,This is the first time I have completed this survey,29,Female,243,0,0,0,0
R_87HrC8ZTVF1IPCx,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,54,Female,12,0,0,0,1
R_3HnciKbu3wXY4iu,20,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,57,Male,63,0,0,0,1
R_2YsRQKQMMUBPt5Y,30,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,20,Female,122,0,0,0,0
R_2ZIBRjzpYcHRvJb,20,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,27,Female,122,0,0,0,0
R_1hSRL5MI99W3HXO,880,Option B,10,I don't know,No,This is the first time I have completed this survey,24,Female,88,0,1,1,1
R_5baUCsapku1uHbX,15,Option B,10,Because of a typo,No,This is the first time I have completed this survey,33,Female,1,0,1,1,1
R_SQ61LfSwWQCtEKR,50,Option B,10,Because of a typo,No,This is the first time I have completed this survey,40,Female,12,0,1,1,1
R_1JLOu8w5whwEdGL,100,Option B,100,I don't know,Yes,This is the first time I have completed this survey,19,Female,243,1,1,1,0
R_1FFgDXjDiYabqYg,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,34,Female,63,0,0,0,1
R_1CHItnAir6WlCxg,20,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,31,Male,27,0,0,0,0
R_3PNS4jDF63fcUxJ,200,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,36,Female,243,0,0,0,0
R_2foDQFbcjsuDCOI,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,25,Female,4,0,0,0,1
R_bqQZnPFt4zvoZG1,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,44,Male,4,0,0,0,1
R_3Hq9opqt4Yv0b32,40,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,25,Male,63,0,0,0,1
R_1lxV7C0K2oVuPsb,30,Option B,Other,Because of a printing error,No,This is the first time I have completed this survey,28,Male,63,1,0,1,1
R_3s1gdaoa7FijD43,12.2,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,48,Female,122,0,0,0,1
R_2dha04vX5bidXhp,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,44,Male,88,0,0,0,1
R_XTGY4Lciyn2vbz3,12,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Female,1,0,0,0,1
R_1Hbe0VTwy64xCh1,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,24,Female,12,0,0,0,1
R_20SAqkHDkZ8ZdmX,15,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,56,Male,27,0,0,0,1
R_1EZjwhaA8dmh18f,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,19,Female,1,0,0,0,1
R_2dYfcn99RHjH3Cm,12,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,31,Female,12,0,0,0,0
R_3MApl8BRuK9T5VN,20,Option B,0,Because of a printing error,No,This is the first time I have completed this survey,36,Female,27,1,0,1,1
R_2wT4iKmwPjLC8Yg,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,40,Female,122,0,0,0,1
R_2105HGTcHM1QZFx,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,28,Female,243,0,0,0,1
R_3KGVvYl4YHkqqOr,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,18,Female,4,0,0,0,1
R_3I6POwBcx4LfGv2,100,Option B,10,Because of a problem loading the text,No,This is the first time I have completed this survey,26,Female,243,0,1,1,1
R_33CoTNgbHCQsCus,18,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,20,Female,88,0,0,0,0
R_2UhdIQ1zGv0E62G,10.5,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,27,Female,1,0,0,0,1
R_2ts2XGOJbyQt3dk,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,19,Female,12,0,0,0,1
R_1doZUBHTE39Rlxa,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,40,Female,63,0,0,0,1
R_wRlPleIGh2GTukV,20,Option B,10,I don't know,Don't know,This is the first time I have completed this survey,53,Female,122,0,1,1,0
R_exIbr3kmXxYsJ0Z,880,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,43,Male,88,0,0,0,1
R_21FFGGUTDQwoEoK,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,35,Female,4,0,0,0,1
R_2QxF6AKWWRQHfFE,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,30,Female,1,0,0,0,1
R_3Gk9WZxDHyQspwX,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,40,Female,27,0,0,0,1
R_3huclApRRX1939j,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Male,88,0,0,0,1
R_3Eou8QWIkWJZOd8,250,Option B,10,Other,No,This is the first time I have completed this survey,31,Male,63,0,1,1,1
R_4JaR4ywihxzVQ4x,8,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,41,Male,12,0,0,0,1
R_3JtiKCpV3hROOqd,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,35,Female,243,0,0,0,1
R_31tPaUW2ePsJKJB,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,24,Female,4,0,0,0,1
R_2dgsgu1xbG2UeRf,20,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,19,Female,122,0,0,0,1
R_2aUN56XLXEwseyl,12,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,26,Female,12,0,0,0,1
R_DV6iSyGlcR12Dkt,12,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,61,Male,27,0,0,0,1
R_6Rkw1QVHjWid6DL,20,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,30,Female,122,0,0,0,0
R_2ah6AiSvOWNI5Qf,12,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,27,Male,1,0,0,0,1
R_8qpCY4yXhL0mW5z,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,37,Female,88,0,0,0,1
R_2YMlBvuKnThXxfu,20,Option A,10,Because of a problem loading the text,No,This is the first time I have completed this survey,27,Female,243,0,1,1,1
R_2xGgUiGyhk63MuT,100,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,23,Female,27,0,0,0,0
R_2OIldqj9eWfqDUT,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,31,Female,4,0,0,0,1
R_3rNdp2gplVfvGrT,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Female,63,0,0,0,1
R_WD62sWzGwBDWLrH,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,29,Male,12,0,0,0,1
R_1OIZ0wppFL549bY,63,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,26,Female,63,0,0,0,1
R_22qTkMG2ekRNvHG,1220,Option B,10,Other,No,This is the first time I have completed this survey,57,Female,122,0,1,1,1
R_22tyogCyZy0uaTs,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,24,Female,1,0,0,0,1
R_74JSb08Js0dlUNb,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,33,Male,4,0,0,0,1
R_2zp4Sv6marxkUZT,15,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,25,Female,12,0,0,0,1
R_2tlHE5ofNkWtbhq,12.5,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,53,Female,4,0,0,0,0
R_74FBKnvlE4o2jMl,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,27,Male,27,0,0,0,1
R_2E4WHBUZgYFbunq,25,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,21,Female,122,0,0,0,1
R_3DbcBVBspYuc5Gm,20,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,43,Female,88,0,0,0,0
R_2SHmixbqlyHK8ck,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,40,Male,88,0,0,0,1
R_3kMQdzYLVZiGtRy,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,42,Female,63,0,0,0,1
R_2wH823Pzfcljnsz,20,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,23,Female,1,0,0,0,0
R_2ARRat7LC0WKwPV,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,44,Male,27,0,0,0,1
R_1rjDo3I82ZhYbGC,20,Option B,10,Because of a problem loading the text,No,This is the first time I have completed this survey,50,Female,88,0,1,1,1
R_3KH4CDxzmAurvKA,20,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,60,Male,12,0,0,0,1
R_2Ui1hEQiY16khqI,20,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,19,Female,63,0,0,0,0
R_3GBT2l1W9IBDcJQ,2.43,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,40,Female,243,0,0,0,1
R_1LjKQsKuoAPEmp2,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,51,Female,243,0,0,0,1
R_3Mg1ydbA6oTeSNm,15,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,29,Prefer not to say,4,0,0,0,1
R_R3LWfTpJ7ucviZr,100,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,34,Male,122,0,0,0,0
R_25yj6UeknCkXICg,150,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,32,Female,243,0,0,0,1
R_3PGCJyQv5znVctu,20,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,33,Prefer not to say,1,0,0,0,0
R_32LYMmc21uXf26E,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,31,Male,4,0,0,0,1
R_3p5zoV3ZbLF8b6k,12,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,70,Female,1,0,0,0,0
R_2ru1i4X766hmNqo,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,51,Male,88,0,0,0,1
