pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,effort_type,domain_frame,incentivization,study_context,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,11,Single,sample 1,Effort-based decision-making task,Description,Physical,Loss,Incentivised,In-person,NA,22,NA,20,NA,16,NA,11,NA,6,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference point,Effort Indifference point for level 5 force level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group,NA
1,Chen,2020,Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,12,Single,sample 1,Effort-based decision-making task,Description,Physical,Loss,Incentivised,In-person,NA,22,NA,20,NA,16,NA,11,NA,6,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,NA,4.54,NA,NA,NA,NA,Indifference point,Effort Indifference point for level 6 force level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data (https://osf.io/hw4rk/),extreme group,NA
2,Westbrook,2013,"What Is the Subjective Cost of Cognitive Effort? Load,Trait, and Aging Effects Revealed by Economic Preference",1,Experiment 1,sample 1,Effort discounting paradigm,Descriptive,Cognitive,Gain,Incentivised,In-person,NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,75.1,NA,18,NA,63,NA,30,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,Subjective value,Subjective value of rewards for task engagement on the level 2 of the N-back task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2,extreme group,NA
2,Westbrook,2013,"What Is the Subjective Cost of Cognitive Effort? Load,Trait, and Aging Effects Revealed by Economic Preference",2,Experiment 1,sample 1,Effort discounting paradigm,Descriptive,Cognitive,Gain,Incentivised,In-person,NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,75.1,NA,18,NA,63,NA,30,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,Subjective value,Subjective value of rewards for task engagement on the level 3 of the N-back task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2,extreme group,NA
2,Westbrook,2013,"What Is the Subjective Cost of Cognitive Effort? Load,Trait, and Aging Effects Revealed by Economic Preference",3,Experiment 1,sample 1,Effort discounting paradigm,Descriptive,Cognitive,Gain,Incentivised,In-person,NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,75.1,NA,18,NA,63,NA,30,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,Subjective value,Subjective value of rewards for task engagement on the level 4 of the N-back task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2,extreme group,NA
2,Westbrook,2013,"What Is the Subjective Cost of Cognitive Effort? Load,Trait, and Aging Effects Revealed by Economic Preference",4,Experiment 2,sample 1,Effort discounting paradigm,Descriptive,Cognitive,Gain,Incentivised,In-person,NA,17,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,78,NA,18,NA,67,NA,24,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,Area Under the Curve,Area Under the Curve of subjective value for levels N 2–4  in the N-back task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,extreme group,NA
3,McLaughlin,2021,Measuring the Subjective Cost of Listening Effort Using a Discounting Task,1,Single,sample 1,Discounting Task,Descriptive,Cognitive,Gain,Incentivized,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Area Under the Curve,Area Under the Curve. Discouting of rewards across different levels of listening trials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data (https://osf.io/8jpnx/files/),Both,NA
4,Hess,2021,Predictors of Engagement in Young and Older Adults: The Role ofSpecific Activity Experience,1,single,sample 1,effort discounting task,Description,cognitive,Gain,Incentivized,In-person,NA,32,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,NA,0.5,NA,NA,NA,NA,NA,23.6,NA,72.1,NA,20,NA,64,NA,40,NA,83,NA,4.6,NA,4.9,NA,NA,NA,NA,Subjective value,Subjective value assigned to a level 4 memory load,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
4,Hess,2021,Predictors of Engagement in Young and Older Adults: The Role ofSpecific Activity Experience,2,single,sample 1,effort discounting task,Description,cognitive,Gain,Incentivized,in-person,NA,32,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,NA,0.5,NA,NA,NA,NA,NA,23.6,NA,72.1,NA,20,NA,64,NA,40,NA,83,NA,4.6,NA,4.9,NA,NA,NA,NA,Subjective value,Subjective value assigned to a level 5 memory load,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
4,Hess,2021,Predictors of Engagement in Young and Older Adults: The Role ofSpecific Activity Experience,3,single,sample 1,effort discounting task,Description,cognitive,Gain,Incentivized,in-person,NA,32,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,NA,0.5,NA,NA,NA,NA,NA,23.6,NA,72.1,NA,20,NA,64,NA,40,NA,83,NA,4.6,NA,4.9,NA,NA,NA,NA,Subjective value,Subjective value assigned to a level 6 memory load,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
4,Hess,2021,Predictors of Engagement in Young and Older Adults: The Role ofSpecific Activity Experience,4,single,sample 1,effort discounting task,Description,cognitive,Gain,Incentivized,in-person,NA,32,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,NA,0.5,NA,NA,NA,NA,NA,23.6,NA,72.1,NA,20,NA,64,NA,40,NA,83,NA,4.6,NA,4.9,NA,NA,NA,NA,Subjective value,Subjective value assigned to a level 7 memory load,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
5,Seaman,2016,Adult Age Differences in Decision Making Across Domains: Increased Discounting of Social and Health-Related Rewards,1,single,sample 1,Effort Expenditure for Rewards Task,Descriptive,Physical,Gain,Hypothetical,In person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proportion lower effort,"Proportion lower effort choices in the ""Money"" trials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data (https://osf.io/94225/),Continuous,NA
6,Lockwood,2021,Aging Increases Prosocial Motivation for Effort,1,Single,sample 1,Effort-based decision making,Description,Physical,Gain,Incentivized,In-Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Discounting rate,"Discounting rate (k parameter) for the ""self"" trials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data (https://osf.io/guqrm/),Both,NA
