pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,domain_frame,incentivization,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
7,Rodrigues,2022,Never mind losing the pound... still got the penny! The influence of trait greed on risky decision behavior in a mixed and gain only BART,4,Single,Sample 1,Balloon Analogue Risk Task,Experience,Mixed,Incentivized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of exploded balloons in the mixed trials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,Age continuous,NA
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,1,Single,Sample 1,Decision task,Description,Gain,Incentivized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay All Gains trials.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,Both,NA
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,2,Single,Sample 2,Decision task,Description,Gain,Incentivized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay One Gains trials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,Both,NA
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,3,Single,Sample 1,Decision task,Description,Mixed,Incentivized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay All Mixed trials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,Both,NA
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,4,Single,Sample 2,Decision task,Description,Mixed,Incentivized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay One Mixed trials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,Both,NA
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,5,Single,Sample 1,Decision task,Description,Loss,Incentivized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay All Loss trials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,Both,NA
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,6,Single,Sample 2,Decision task,Description,Loss,Incentivized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay One Loss trials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,Both,NA
9,Schulman,2022,Age and Framing Effects in the Balloon Analogue Risk Task,1,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivised,NA,65,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,0.54,NA,NA,NA,NA,NA,25.39,NA,68.72,NA,18,NA,60,NA,30,NA,87,NA,3.59,NA,5.24,NA,NA,NA,NA,Pumps,Average number of preselected pumps,NA,20.98,6.06,NA,NA,NA,NA,18.83,8.16,NA,NA,NA,NA,Extreme group (M + SD),NA
9,Schulman,2022,Age and Framing Effects in the Balloon Analogue Risk Task,2,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivised,NA,65,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,0.54,NA,NA,NA,NA,NA,25.39,NA,68.72,NA,18,NA,60,NA,30,NA,87,NA,3.59,NA,5.24,NA,NA,NA,NA,Explosions,Number of balloons exploded,NA,8.25,2.99,NA,NA,NA,NA,7.83,3.19,NA,NA,NA,NA,Extreme group (M + SD),NA
9,Schulman,2022,Age and Framing Effects in the Balloon Analogue Risk Task,3,Single,Sample 2,Balloon Analogue Risk Task,Experience,Loss,Incentivised,NA,64,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,0.54,NA,NA,NA,NA,NA,25.39,NA,68.72,NA,18,NA,60,NA,30,NA,87,NA,3.59,NA,5.24,NA,NA,NA,NA,Pumps,Average number of preselected pumps,NA,19.19,6.01,NA,NA,NA,NA,22.74,8.24,NA,NA,NA,NA,Extreme group (M + SD),NA
9,Schulman,2022,Age and Framing Effects in the Balloon Analogue Risk Task,4,Single,Sample 2,Balloon Analogue Risk Task,Experience,Loss,Incentivised,NA,64,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,0.54,NA,NA,NA,NA,NA,25.39,NA,68.72,NA,18,NA,60,NA,30,NA,87,NA,3.59,NA,5.24,NA,NA,NA,NA,Explosions,Number of balloons exploded,NA,7.48,2.93,NA,NA,NA,NA,8.95,3.47,NA,NA,NA,NA,Extreme group (M + SD),NA
10,Rafaely,2006,Information selectivity in decision making by younger and older adults,1,Experiment 1,Subsample 1,Blackjack,Description,Gain,Hypothetical,NA,14,NA,15,NA,7,NA,8,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,70.5,NA,18,NA,61,NA,33,NA,85,NA,3.2,NA,5.5,NA,NA,NA,NA,Percent Yes,Mean percentage of ‘‘yes’’ responses in the Learning Control Condition,NA,61.1,11.92,NA,NA,NA,NA,56.51,8.48,NA,NA,NA,NA,Extreme group (M + SD),NA
10,Rafaely,2006,Information selectivity in decision making by younger and older adults,2,Experiment 1,Subsample 1,Blackjack,Description,Gain,Hypothetical,NA,14,NA,15,NA,7,NA,8,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,70.5,NA,18,NA,61,NA,33,NA,85,NA,3.2,NA,5.5,NA,NA,NA,NA,Percent Yes,Mean percentage of ‘‘yes’’ responses in the Test Control Condition,NA,58.3,12.97,NA,NA,NA,NA,53.02,7.03,NA,NA,NA,NA,Extreme group (M + SD),NA
10,Rafaely,2006,Information selectivity in decision making by younger and older adults,3,Experiment 3,Subsample 1,Decision task,Description,Gain,Hypothetical,NA,12,NA,12,NA,8,NA,7,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,70.2,NA,18,NA,60,NA,28,NA,80,NA,2.03,NA,5.3,NA,NA,NA,NA,Percent Yes,Mean percentage of ‘‘yes’’ responses in the Control Condition,NA,57.83,5.06,NA,NA,NA,NA,59.63,8.04,NA,NA,NA,NA,Extreme group (M + SD),NA
11,Zamarian,2008,"Normal aging affects decisions under ambiguity, but not decisions under risk",1,single,Sample 1,Probability-Associated Gambling task,Description,Gain,Hypothetical,NA,33,NA,52,NA,22,NA,34,NA,11,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA,69.3,NA,18,NA,55,NA,54,NA,88,NA,13.7,NA,7,NA,NA,NA,NA,Frequency of gambles,Number of trials the gamble was chosen when p = .125. Plus 20 trials,NA,0.24,0.66,NA,NA,NA,NA,0.25,0.62,NA,NA,NA,NA,Extreme group (M + SD),NA
11,Zamarian,2008,"Normal aging affects decisions under ambiguity, but not decisions under risk",2,single,Sample 1,Probability-Associated Gambling task,Description,Gain,Hypothetical,NA,33,NA,52,NA,22,NA,34,NA,11,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA,69.3,NA,18,NA,55,NA,54,NA,88,NA,13.7,NA,7,NA,NA,NA,NA,Frequency of gambles,Number of trials the gamble was chosen when p = .375. Plus 20 trials,NA,0.52,1,NA,NA,NA,NA,0.65,1.08,NA,NA,NA,NA,Extreme group (M + SD),NA
11,Zamarian,2008,"Normal aging affects decisions under ambiguity, but not decisions under risk",3,single,Sample 1,Probability-Associated Gambling task,Description,Gain,Hypothetical,NA,33,NA,52,NA,22,NA,34,NA,11,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA,69.3,NA,18,NA,55,NA,54,NA,88,NA,13.7,NA,7,NA,NA,NA,NA,Frequency of gambles,Number of trials the gamble was chosen when p = .625. Plus 20 trials,NA,3.33,1.47,NA,NA,NA,NA,3.87,1.36,NA,NA,NA,NA,Extreme group (M + SD),NA
11,Zamarian,2008,"Normal aging affects decisions under ambiguity, but not decisions under risk",4,single,Sample 1,Probability-Associated Gambling task,Description,Gain,Hypothetical,NA,33,NA,52,NA,22,NA,34,NA,11,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA,69.3,NA,18,NA,55,NA,54,NA,88,NA,13.7,NA,7,NA,NA,NA,NA,Frequency of gambles,Number of trials the gamble was chosen when p = .875. Plus 20 trials,NA,4.64,1.03,NA,NA,NA,NA,4.67,0.71,NA,NA,NA,NA,Extreme group (M + SD),NA
11,Zamarian,2008,"Normal aging affects decisions under ambiguity, but not decisions under risk",5,single,Sample 1,Probability-Associated Gambling task,Description,Loss,Hypothetical,NA,33,NA,52,NA,22,NA,34,NA,11,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA,69.3,NA,18,NA,55,NA,54,NA,88,NA,13.7,NA,7,NA,NA,NA,NA,Frequency of gambles,Number of trials the gamble was chosen when p = .125. Minus 20 trials,NA,0.33,0.69,NA,NA,NA,NA,0.23,0.73,NA,NA,NA,NA,Extreme group (M + SD),NA
11,Zamarian,2008,"Normal aging affects decisions under ambiguity, but not decisions under risk",6,single,Sample 1,Probability-Associated Gambling task,Description,Loss,Hypothetical,NA,33,NA,52,NA,22,NA,34,NA,11,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA,69.3,NA,18,NA,55,NA,54,NA,88,NA,13.7,NA,7,NA,NA,NA,NA,Frequency of gambles,Number of trials the gamble was chosen when p = .375. Minus 20 trials,NA,0.64,1.08,NA,NA,NA,NA,0.85,1.23,NA,NA,NA,NA,Extreme group (M + SD),NA
11,Zamarian,2008,"Normal aging affects decisions under ambiguity, but not decisions under risk",7,single,Sample 1,Probability-Associated Gambling task,Description,Loss,Hypothetical,NA,33,NA,52,NA,22,NA,34,NA,11,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA,69.3,NA,18,NA,55,NA,54,NA,88,NA,13.7,NA,7,NA,NA,NA,NA,Frequency of gambles,Number of trials the gamble was chosen when p = .625. Minus 20 trials,NA,3.85,1.46,NA,NA,NA,NA,3.85,1.27,NA,NA,NA,NA,Extreme group (M + SD),NA
11,Zamarian,2008,"Normal aging affects decisions under ambiguity, but not decisions under risk",8,single,Sample 1,Probability-Associated Gambling task,Description,Loss,Hypothetical,NA,33,NA,52,NA,22,NA,34,NA,11,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA,69.3,NA,18,NA,55,NA,54,NA,88,NA,13.7,NA,7,NA,NA,NA,NA,Frequency of gambles,Number of trials the gamble was chosen when p = .875. Minus 20 trials,NA,4.76,0.66,NA,NA,NA,NA,4.6,0.87,NA,NA,NA,NA,Extreme group (M + SD),NA
12,Wolfe,2017,Instant gratification: temporal discounting and self-employment,1,Single,Sample 1,Scenario-based measure of risk taking,Description,Gain,Hypothetical,13198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9217,NA,NA,NA,15,NA,NA,NA,64,NA,NA,NA,11.7042,NA,NA,NA,NA,NA,NA,NA,Risk tolerance,Score calculated based on choices made across scenarios,-0.0421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continuous,NA
13,Frey,2021,Identifying Robust Correlates of Risk Preference: A Systematic Approach Using Specification Curve Analysis,1,Single,Sample 1,Decisions from Description,Description,Gain,Incentivized,916,NA,NA,NA,483,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.63,NA,NA,NA,17,NA,NA,NA,89,NA,NA,NA,18.19,NA,NA,NA,NA,NA,NA,NA,proportion of risky choice,Proportions of risky choices (defined as a choice of the option with the objectively higher variance). Trials with 2 options,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available on OSF: https://osf.io/b2fej/,Age continuous,NA
13,Frey,2021,Identifying Robust Correlates of Risk Preference: A Systematic Approach Using Specification Curve Analysis,2,Single,Sample 1,Decisions from Description,Description,Gain,Incentivized,916,NA,NA,NA,483,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.63,NA,NA,NA,17,NA,NA,NA,89,NA,NA,NA,18.19,NA,NA,NA,NA,NA,NA,NA,proportion of risky choice,Proportions of risky choices (one of the two choice options with higher variance). Trials with 4 options,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available on OSF: https://osf.io/b2fej/,Age continuous,NA
13,Frey,2021,Identifying Robust Correlates of Risk Preference: A Systematic Approach Using Specification Curve Analysis,3,Single,Sample 1,Decisions from Experience,Experience,Gain,Incentivized,916,NA,NA,NA,483,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.63,NA,NA,NA,17,NA,NA,NA,89,NA,NA,NA,18.19,NA,NA,NA,NA,NA,NA,NA,proportion of risky choice,Proportions of risky choices (defined as a choice of the option with the objectively higher variance). Trials with 2 options,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available on OSF: https://osf.io/b2fej/,Age continuous,NA
13,Frey,2021,Identifying Robust Correlates of Risk Preference: A Systematic Approach Using Specification Curve Analysis,4,Single,Sample 1,Decisions from Experience,Experience,Gain,Incentivized,916,NA,NA,NA,483,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.63,NA,NA,NA,17,NA,NA,NA,89,NA,NA,NA,18.19,NA,NA,NA,NA,NA,NA,NA,proportion of risky choice,Proportions of risky choices (one of the two choice options with higher variance). Trials with 4 options,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available on OSF: https://osf.io/b2fej/,Age continuous,NA
14,Gaechter,2022,Individual-level loss aversion in riskless and risky choices,1,Study 2,Sample 1,The Lottery Choice task,Description,Mixed,Unknown,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,Point when participants switch between the accepting the risky option to the safe option.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 5 + raw data available on OSF : https://osf.io/bknc3,Extreme Group (M + SD),NA
15,Pornpattananangkul,2018,Choosing for You: Diminished Self–Other Discrepancies in Financial Decisions Under Risk in the Elderly,1,Study 1,Sample 1,Tom’s mixed-gamble task.,Description,Mixed,Incentivized,NA,39,NA,49,NA,25,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79,NA,70.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,4.01,NA,NA,NA,NA,Proportion risky choice,Proportion of selecting the gamble in Self trials,NA,0.48,0.21,NA,NA,NA,NA,0.55,0.17,NA,NA,NA,NA,Extreme group (M + SD),NA
15,Pornpattananangkul,2018,Choosing for You: Diminished Self–Other Discrepancies in Financial Decisions Under Risk in the Elderly,2,Study 1,Sample 1,Cups task,Description,Gain,Incentivized,NA,39,NA,49,NA,25,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79,NA,70.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,4.01,NA,NA,NA,NA,Proportion risky choice,Proportion of selecting the risky option in Self -Gain - Advantage trials,NA,0.92,0.14,NA,NA,NA,NA,0.85,0.21,NA,NA,NA,NA,Extreme group (M + SD),NA
15,Pornpattananangkul,2018,Choosing for You: Diminished Self–Other Discrepancies in Financial Decisions Under Risk in the Elderly,3,Study 1,Sample 1,Cups task,Description,Gain,Incentivized,NA,39,NA,49,NA,25,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79,NA,70.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,4.01,NA,NA,NA,NA,Proportion risky choice,Proportion of selecting the risky option in Self -Gain - Equal trials,NA,0.62,0.29,NA,NA,NA,NA,0.57,0.27,NA,NA,NA,NA,Extreme group (M + SD),NA
15,Pornpattananangkul,2018,Choosing for You: Diminished Self–Other Discrepancies in Financial Decisions Under Risk in the Elderly,4,Study 1,Sample 1,Cups task,Description,Gain,Incentivized,NA,39,NA,49,NA,25,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79,NA,70.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,4.01,NA,NA,NA,NA,Proportion risky choice,Proportion of selecting the risky option in Self -Gain - Disadvantage trials,NA,0.19,0.25,NA,NA,NA,NA,0.31,0.29,NA,NA,NA,NA,Extreme group (M + SD),NA
15,Pornpattananangkul,2018,Choosing for You: Diminished Self–Other Discrepancies in Financial Decisions Under Risk in the Elderly,5,Study 1,Sample 1,Cups task,Description,Loss,Incentivized,NA,39,NA,49,NA,25,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79,NA,70.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,4.01,NA,NA,NA,NA,Proportion risky choice,Proportion of selecting the risky option in Self -Loss - Advantage trials,NA,0.88,0.19,NA,NA,NA,NA,0.78,0.25,NA,NA,NA,NA,Extreme group (M + SD),NA
15,Pornpattananangkul,2018,Choosing for You: Diminished Self–Other Discrepancies in Financial Decisions Under Risk in the Elderly,6,Study 1,Sample 1,Cups task,Description,Loss,Incentivized,NA,39,NA,49,NA,25,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79,NA,70.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,4.01,NA,NA,NA,NA,Proportion risky choice,Proportion of selecting the risky option in Self -Loss - Equal trials,NA,0.56,0.28,NA,NA,NA,NA,0.58,0.28,NA,NA,NA,NA,Extreme group (M + SD),NA
15,Pornpattananangkul,2018,Choosing for You: Diminished Self–Other Discrepancies in Financial Decisions Under Risk in the Elderly,7,Study 1,Sample 1,Cups task,Description,Loss,Incentivized,NA,39,NA,49,NA,25,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79,NA,70.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,4.01,NA,NA,NA,NA,Proportion risky choice,Proportion of selecting the risky option in Self -Loss - Disadvantage trials,NA,0.15,0.19,NA,NA,NA,NA,0.34,0.32,NA,NA,NA,NA,Extreme group (M + SD),NA
