pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,domain_frame,incentivization,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
10,Mok,2020,Is it time? Episodic imagining and the discounting of delayed and probablistic rewards in young and older adults,2,Experiment 1,sample 1,Delay Discounting Task,Description,Gain,Hypothetical,NA,58,NA,56,NA,26,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.97,NA,64.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,NA,8.58,NA,NA,NA,NA,Area Under Curve,Area-under-the-Curve reported in the uncued condition for larger delayed reward ($2000),NA,0.33,0.28,NA,NA,NA,NA,0.44,0.26,NA,NA,NA,data available as supplement,Extreme group (M + SD),NA
11,Sparrow,2019,Acute stress and altruism in younger and older adults,1,single,sample 1,Intertemporal choice task,Description,Gain,Incentivised,NA,36,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,0.63,NA,NA,NA,NA,NA,21,NA,70.11,NA,18,NA,65,NA,30,NA,85,NA,3.44,NA,4.91,NA,NA,NA,NA,Reward Index,Proportion of LL choices in the Gain domain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2,Extreme group (M + SD),NA
11,Sparrow,2019,Acute stress and altruism in younger and older adults,2,single,sample 1,Intertemporal choice task,Description,Loss,Incentivised,NA,36,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,0.63,NA,NA,NA,NA,NA,21,NA,70.11,NA,18,NA,65,NA,30,NA,85,NA,3.44,NA,4.91,NA,NA,NA,NA,Reward Index,Proportion of SS choices in the Loss domain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2,Extreme group (M + SD),NA
12,Zilker,2021,"Does option complexity contribute to the framing effet, loss aversion, and delay discounting in younger and older adults?",1,single,sample 1,Intertemporal choice task,Description,Gain,Hypothetical,NA,80,NA,80,NA,39,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,70.8,NA,18,NA,61,NA,28,NA,77,NA,2.34,NA,3.83,NA,NA,NA,NA,SS choices,Proportion of the smaller-sooner (SS) choices in the simple immediate condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 7; raw data at: https://osf.io/bj2tv/,Extreme group (M + SD),NA
12,Zilker,2021,"Does option complexity contribute to the framing effet, loss aversion, and delay discounting in younger and older adults?",2,single,sample 1,Intertemporal choice task,Description,Gain,Hypothetical,NA,80,NA,80,NA,39,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,70.8,NA,18,NA,61,NA,28,NA,77,NA,2.34,NA,3.83,NA,NA,NA,NA,SS choices,Proportion of the smaller-sooner (SS) choices in the complex immediate condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 7; raw data at: https://osf.io/bj2tv/,Extreme group (M + SD),NA
12,Zilker,2021,"Does option complexity contribute to the framing effet, loss aversion, and delay discounting in younger and older adults?",3,single,sample 1,Intertemporal choice task,Description,Gain,Hypothetical,NA,80,NA,80,NA,39,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,70.8,NA,18,NA,61,NA,28,NA,77,NA,2.34,NA,3.83,NA,NA,NA,NA,SS choices,Proportion of the smaller-sooner (SS) choices in the delayed condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 7; raw data at: https://osf.io/bj2tv/,Extreme group (M + SD),NA
13,Bixter,2019,"Age -related differences in delay discounting: Immediate reward, reward magnitude, and social influence",1,single,sample 1,Delay-discounting task,Description,gain,Hypothetical,NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,0.76,NA,NA,NA,NA,NA,19.42,NA,72.48,NA,18,NA,65,NA,24,NA,79,NA,1.33,NA,4.17,NA,NA,NA,NA,LL choices,Proportion of larger‐later choices in the pre-collaboration phase. Immediate reward trials.,NA,0.54,0.19,NA,NA,NA,NA,0.66,0.2,NA,NA,NA,NA,Extreme group (M +SD),NA
13,Bixter,2019,"Age -related differences in delay discounting: Immediate reward, reward magnitude, and social influence",2,single,sample 1,Delay‐discounting task,Description,gain,Hypothetical,NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,0.76,NA,NA,NA,NA,NA,19.42,NA,72.48,NA,18,NA,65,NA,24,NA,79,NA,1.33,NA,4.17,NA,NA,NA,NA,LL choices,Proportion of larger‐later choices in the pre-collaboration phase. Nonimmediate reward trials.,NA,0.57,0.18,NA,NA,NA,NA,0.66,0.21,NA,NA,NA,NA,Extreme group (M +SD),NA
13,Bixter,2019,"Age -related differences in delay discounting: Immediate reward, reward magnitude, and social influence",3,single,sample 1,Delay‐discounting task,Description,gain,Hypothetical,NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,0.76,NA,NA,NA,NA,NA,19.42,NA,72.48,NA,18,NA,65,NA,24,NA,79,NA,1.33,NA,4.17,NA,NA,NA,NA,LL choices,Proportion of larger‐later choices in the pre-collaboration phase. Smaller reward magnitude trials.,NA,0.43,0.19,NA,NA,NA,NA,0.59,0.23,NA,NA,NA,NA,Extreme group (M +SD),NA
13,Bixter,2019,"Age -related differences in delay discounting: Immediate reward, reward magnitude, and social influence",4,single,sample 1,Delay‐discounting task,Description,gain,Hypothetical,NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,0.76,NA,NA,NA,NA,NA,19.42,NA,72.48,NA,18,NA,65,NA,24,NA,79,NA,1.33,NA,4.17,NA,NA,NA,NA,LL choices,Proportion of larger‐later choices in the pre-collaboration phase. Larger reward magnitude trials.,NA,0.68,0.19,NA,NA,NA,NA,0.73,0.2,NA,NA,NA,NA,Extreme group (M +SD),NA
14,Löckenhoff,2020,"Age Differences in Intertemporal Choice: The Role of Task Type, Outcome Characteristics, and Covariates",1,single,sample 1,Temporal discounting task,Description,gain,Hypothetical,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,48.7,NA,NA,NA,18,NA,NA,NA,87,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,Discount rate,Annual discount rate for gains,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continuous,NA
14,Löckenhoff,2020,"Age Differences in Intertemporal Choice: The Role of Task Type, Outcome Characteristics, and Covariates",2,single,sample 1,Temporal discounting task,Description,loss,Hypothetical,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,48.7,NA,NA,NA,18,NA,NA,NA,87,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,Discount rate,Annual discount rate for losses,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continuous,NA
14,Löckenhoff,2020,"Age Differences in Intertemporal Choice: The Role of Task Type, Outcome Characteristics, and Covariates",3,single,sample 1,Sequence-construction task,Description,gain,Hypothetical,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,48.7,NA,NA,NA,18,NA,NA,NA,87,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,Sequence trend scores,Dichotomized sequence trend scores for gains,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continuous,NA
14,Löckenhoff,2020,"Age Differences in Intertemporal Choice: The Role of Task Type, Outcome Characteristics, and Covariates",4,single,sample 1,Sequence-construction task,Description,loss,Hypothetical,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,48.7,NA,NA,NA,18,NA,NA,NA,87,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,Sequence trend scores,Dichotomized sequence trend scores for losses,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continuous,NA
