id,age,gender,gainGam,mixedGam,lossGam
56,1,1,0.0909090909090909,0.25,0.818181818181818
57,1,0,0.545454545454545,0.5,0.272727272727273
58,5,1,0.181818181818182,1,0.909090909090909
59,4,1,0.454545454545455,0.75,1
60,2,0,0.909090909090909,1,1
61,4,0,0.0909090909090909,0.125,0.727272727272727
62,4,1,1,0.875,1
63,5,1,0.0909090909090909,0.5,0.363636363636364
64,1,1,0.545454545454545,0.625,0.454545454545455
65,3,1,1,1,1
66,2,0,0.454545454545455,0.75,0.363636363636364
67,1,0,0.545454545454545,1,0.909090909090909
68,5,0,0.363636363636364,0.5,0.727272727272727
69,6,0,0.636363636363636,0.875,0
70,1,0,1,0.875,0.545454545454545
71,5,1,0.363636363636364,1,1
72,2,0,0.545454545454545,0.5,0.636363636363636
73,2,0,0.636363636363636,0.625,0.363636363636364
74,3,0,0.909090909090909,0.625,0.636363636363636
75,6,1,0.181818181818182,0.25,0.363636363636364
76,2,0,0.454545454545455,0.625,0.636363636363636
77,1,1,0.545454545454545,0.625,1
78,5,1,0.181818181818182,0,0.0909090909090909
79,5,1,1,0.75,0.454545454545455
80,3,1,0.727272727272727,0.625,0.363636363636364
81,3,1,1,1,1
82,3,0,1,0.625,0.545454545454545
83,4,1,1,1,1
84,3,0,0,0.75,0.727272727272727
85,5,0,0.818181818181818,1,1
86,4,1,0.818181818181818,0.875,0.363636363636364
87,3,0,0.272727272727273,0.875,1
88,1,0,0.909090909090909,0.5,0.727272727272727
89,5,1,0.636363636363636,0.875,0.727272727272727
90,3,1,1,0.375,0.272727272727273
91,5,0,0.0909090909090909,0.625,0.272727272727273
92,3,0,0.454545454545455,0.25,0.272727272727273
93,4,0,0.727272727272727,1,0.636363636363636
94,2,0,0.909090909090909,0.625,0.636363636363636
95,3,1,0.636363636363636,0.375,0.454545454545455
96,3,0,1,1,0.818181818181818
97,6,0,0.363636363636364,0.75,0.909090909090909
98,3,1,0.454545454545455,0.375,0.272727272727273
99,5,0,0.363636363636364,1,0.181818181818182
100,4,0,0.272727272727273,0.5,1
101,6,0,0.454545454545455,0.375,0.272727272727273
102,2,0,0.363636363636364,0.75,0.363636363636364
103,3,1,0,0.5,0.636363636363636
104,2,0,0.454545454545455,0.625,0.636363636363636
105,4,1,0.727272727272727,0.75,0.909090909090909
106,4,1,0.727272727272727,1,0.818181818181818
107,4,1,1,0.75,0.272727272727273
108,2,1,1,0.875,0.727272727272727
109,4,0,0.272727272727273,0.75,0.909090909090909
110,2,1,0.0909090909090909,0.875,0.909090909090909
111,1,0,0.727272727272727,0.375,0.727272727272727
112,5,1,0.727272727272727,0.375,0.363636363636364
113,4,1,0.545454545454545,0.375,0.545454545454545
114,4,1,0.727272727272727,0.5,0.545454545454545
115,4,0,1,1,0.909090909090909
116,4,1,0.818181818181818,0.375,0.181818181818182
117,3,0,0.181818181818182,0.875,0.272727272727273
118,3,0,0.727272727272727,0.375,0.636363636363636
119,3,0,0.363636363636364,0.875,0.545454545454545
120,4,0,0.636363636363636,0.25,0.454545454545455
121,2,0,1,1,0.636363636363636
122,6,0,0.636363636363636,0.25,0.818181818181818
123,3,1,0.181818181818182,0.625,1
124,4,0,1,1,0.818181818181818
125,5,1,1,0.25,0.363636363636364
126,1,1,0.181818181818182,0.5,0.454545454545455
127,5,0,0.727272727272727,1,0.909090909090909
128,4,0,0.545454545454545,0.875,0.636363636363636
129,2,1,0.545454545454545,0.375,0.636363636363636
130,1,0,0.818181818181818,1,1
131,5,1,0.727272727272727,0.875,1
132,3,1,0.363636363636364,0.625,0.272727272727273
133,1,1,0.909090909090909,0.625,0.636363636363636
134,3,0,0.545454545454545,0.5,0.636363636363636
135,2,1,0.636363636363636,0.25,0.272727272727273
136,4,1,1,0.5,0.818181818181818
137,3,0,1,1,0.909090909090909
138,5,1,0.636363636363636,0.5,0.818181818181818
139,3,0,1,0.875,0.545454545454545
140,7,1,0.363636363636364,1,0.545454545454545
141,3,0,1,1,0
142,4,1,0.909090909090909,0.25,0.181818181818182
143,5,1,0.363636363636364,0.875,0.454545454545455
144,2,0,0.636363636363636,0.625,0.636363636363636
145,1,0,1,0.875,0.545454545454545
146,5,1,0.363636363636364,0.125,0.181818181818182
147,2,1,0.818181818181818,0.875,0.454545454545455
148,3,0,0.636363636363636,0.875,0
149,4,0,0.545454545454545,1,1
150,3,1,0.818181818181818,0.375,0.181818181818182
151,3,1,0,0.125,0.272727272727273
152,1,1,0.636363636363636,0.25,0.636363636363636
153,6,0,0,0.125,0.545454545454545
154,3,1,0.363636363636364,0.875,0.636363636363636
155,4,0,0.363636363636364,0.25,0.454545454545455
156,6,1,0.909090909090909,1,1
157,4,1,0.454545454545455,0.375,0.636363636363636
158,5,0,1,1,0.818181818181818
159,3,0,0.181818181818182,0,0.0909090909090909
160,2,0,0.636363636363636,0.375,0.181818181818182
161,4,0,1,0.75,0.454545454545455
162,4,0,0.818181818181818,0.75,0.545454545454545
163,2,1,0.909090909090909,0.25,0
164,5,1,1,1,1
165,3,1,1,1,0.818181818181818
166,2,0,0.727272727272727,0.125,0
167,1,0,0.636363636363636,0.25,0.363636363636364
168,4,1,0.454545454545455,1,0.818181818181818
169,4,0,0.636363636363636,0.25,0.0909090909090909
170,4,1,0.818181818181818,0.5,0.818181818181818
171,1,0,1,0.875,0.363636363636364
172,3,1,0.0909090909090909,0.75,0.818181818181818
173,4,0,0.545454545454545,0.625,0.363636363636364
174,2,1,0.363636363636364,0.875,0.727272727272727
175,3,1,1,0.875,1
176,4,0,0.272727272727273,0.75,0.545454545454545
177,5,1,0.636363636363636,0.75,0.636363636363636
178,3,0,0.909090909090909,0.875,1
179,2,0,1,0.375,0.636363636363636
180,3,1,1,0.875,0.454545454545455
181,4,0,0.818181818181818,0.625,0.454545454545455
182,5,0,0.727272727272727,0.75,0.818181818181818
183,3,0,0.636363636363636,0.375,0.454545454545455
184,2,0,0.454545454545455,0.625,0.727272727272727
185,5,1,0.272727272727273,1,0.636363636363636
186,5,1,0.636363636363636,1,1
187,3,0,0.909090909090909,1,0.636363636363636
188,3,0,0.454545454545455,0.875,0.818181818181818
189,1,1,0.636363636363636,1,0.363636363636364
190,2,1,0.818181818181818,0.875,0.545454545454545
191,2,1,1,1,0.818181818181818
192,2,1,0.272727272727273,0.375,0.363636363636364
193,5,0,0.909090909090909,1,0.272727272727273
194,6,0,0.454545454545455,1,1
195,2,0,0.454545454545455,0.625,0.727272727272727
196,5,1,0.818181818181818,1,0.727272727272727
197,2,1,0.909090909090909,1,0.272727272727273
198,1,1,0.727272727272727,0.75,0
199,3,1,0.909090909090909,1,0.636363636363636
200,3,1,0.727272727272727,0.625,0.181818181818182
201,4,1,1,0.75,0.363636363636364
202,1,0,1,0.125,0
203,3,0,0.636363636363636,0.625,0.272727272727273
204,3,1,0.909090909090909,0.875,0.818181818181818
205,2,0,0.454545454545455,0.75,0.0909090909090909
206,1,0,0.0909090909090909,1,0.909090909090909
207,2,0,0.909090909090909,0.625,0.545454545454545
208,3,0,0.909090909090909,1,0.727272727272727
209,2,1,0.909090909090909,0.75,0.272727272727273
210,2,1,0.818181818181818,0.625,0.454545454545455
211,3,1,0.909090909090909,0.625,0.272727272727273
212,1,1,0.272727272727273,0.25,0.181818181818182
213,3,1,0.909090909090909,0.625,0.181818181818182
214,6,0,0.272727272727273,0.375,0.363636363636364
215,5,0,0.909090909090909,1,1
216,2,0,0.818181818181818,1,1
217,4,1,0.909090909090909,0.75,0.818181818181818
218,1,1,1,0.25,0.636363636363636
219,3,0,0.818181818181818,0.375,0.363636363636364
220,4,1,0.818181818181818,0.875,1
221,1,1,1,1,0.636363636363636
222,3,0,0.818181818181818,0.25,1
223,2,0,1,1,0.909090909090909
224,3,1,0.454545454545455,0.625,1
225,3,0,0.909090909090909,0.625,0.545454545454545
226,3,1,1,1,0.909090909090909
227,4,0,0.818181818181818,0.875,0.727272727272727
228,4,1,0.636363636363636,0.5,0.545454545454545
229,1,1,0.454545454545455,0.625,0.545454545454545
230,3,1,0.909090909090909,1,1
231,2,1,0.636363636363636,0.5,0
232,1,1,0.818181818181818,0.375,0.272727272727273
233,4,0,0.181818181818182,0.625,0.727272727272727
234,4,0,0.818181818181818,0.25,0.272727272727273
235,3,0,0.909090909090909,0.75,0.727272727272727
236,3,1,1,0.375,0.0909090909090909
237,4,1,0.272727272727273,0.375,0.272727272727273
238,5,1,1,1,1
239,3,0,0.909090909090909,0.875,0.272727272727273
240,2,1,0.727272727272727,1,1
241,3,0,0.727272727272727,0.375,0.272727272727273
242,3,1,0.636363636363636,0.875,0.909090909090909
243,5,0,1,0.875,0.363636363636364
244,4,0,0.454545454545455,0.75,0.272727272727273
245,3,1,0.545454545454545,0.875,0.545454545454545
246,2,1,1,0.5,0.181818181818182
247,3,0,0.909090909090909,0.875,0.909090909090909
248,6,1,1,1,0.909090909090909
249,5,1,0.454545454545455,1,0.545454545454545
250,3,0,0.545454545454545,0.875,0.909090909090909
251,2,0,0.727272727272727,0.875,0.545454545454545
252,4,0,0.363636363636364,0.75,0.454545454545455
253,3,0,0.636363636363636,0.625,0.363636363636364
254,2,0,0.818181818181818,0.875,0.636363636363636
255,3,0,0.454545454545455,1,1
256,3,1,0.727272727272727,1,0.818181818181818
257,1,0,0.636363636363636,0.5,0.727272727272727
258,3,1,0.545454545454545,0.625,0.727272727272727
259,1,0,0.818181818181818,0.625,0.363636363636364
260,5,0,1,1,1
261,5,0,0.727272727272727,0.625,0.272727272727273
262,1,1,1,1,1
263,1,1,0.909090909090909,0.875,0.727272727272727
264,3,0,0.636363636363636,0.75,0.272727272727273
265,5,1,0.0909090909090909,0.125,0.909090909090909
266,5,1,0.272727272727273,0.625,0.727272727272727
267,2,0,0.181818181818182,1,1
268,1,1,1,0.5,0.181818181818182
269,4,1,0.454545454545455,0.875,0.545454545454545
270,3,0,0.727272727272727,0.375,0
271,3,0,0.272727272727273,0.875,0.454545454545455
272,2,0,1,0.875,0.909090909090909
273,3,1,1,1,1
274,5,1,0.181818181818182,0.625,0.363636363636364
275,2,1,0.272727272727273,0.25,0.454545454545455
276,4,0,0.727272727272727,0.875,0.545454545454545
277,2,1,0.727272727272727,0.75,0.272727272727273
278,3,1,0.636363636363636,0.875,0.272727272727273
279,2,0,0.454545454545455,0.375,0.545454545454545
280,2,1,0.454545454545455,0.25,0.181818181818182
281,3,0,0.727272727272727,1,0.909090909090909
282,3,1,0.909090909090909,0.25,0.545454545454545
283,5,0,0.272727272727273,0.375,0.363636363636364
284,1,0,0.909090909090909,0.125,0.0909090909090909
285,4,0,0.454545454545455,0.875,0.636363636363636
286,1,0,0.909090909090909,0.875,0.818181818181818
287,5,1,0.818181818181818,0.625,0.545454545454545
288,5,1,0.181818181818182,0.5,0.363636363636364
289,4,0,0.818181818181818,0.75,0.909090909090909
290,1,1,0.545454545454545,0.875,0.181818181818182
291,1,0,1,0.875,0.909090909090909
292,5,0,0.727272727272727,0.625,0.818181818181818
293,2,0,0.818181818181818,0.5,0.181818181818182
294,1,1,1,0.875,0.545454545454545
295,3,1,0.909090909090909,0.25,0.454545454545455
296,1,0,1,1,1
297,1,1,0.818181818181818,0.375,0.363636363636364
298,5,0,0.727272727272727,0.5,0.727272727272727
299,2,0,0.545454545454545,0.75,0.454545454545455
300,3,1,0.818181818181818,0.875,0.545454545454545
301,3,1,0.909090909090909,0.75,0.727272727272727
302,3,1,0.909090909090909,0.75,0.727272727272727
303,2,0,1,0.875,0.363636363636364
304,1,0,0.818181818181818,0.75,0.727272727272727
305,1,1,0.909090909090909,0.75,0.909090909090909
306,4,1,0.0909090909090909,0.75,0.272727272727273
307,2,0,1,1,1
308,1,1,0.727272727272727,0.375,0.636363636363636
309,6,0,0.909090909090909,0.25,0.363636363636364
310,1,1,0.727272727272727,0.625,0.363636363636364
311,4,0,0.181818181818182,1,0.545454545454545
312,2,1,0.363636363636364,0.75,0.727272727272727
313,3,0,0.818181818181818,0.75,0.636363636363636
314,4,0,0.545454545454545,0.875,0.636363636363636
315,2,1,0.909090909090909,0.75,0.272727272727273
316,3,0,0.272727272727273,0.375,0.454545454545455
317,4,1,0.181818181818182,0.25,0.818181818181818
318,2,1,0.181818181818182,0.5,0.727272727272727
319,2,0,1,0.875,0.909090909090909
320,4,0,0.818181818181818,0.375,0.636363636363636
321,2,0,0.545454545454545,0.75,0.363636363636364
322,2,1,0.818181818181818,1,0.818181818181818
323,3,0,0.454545454545455,0.625,0.909090909090909
324,5,1,0.727272727272727,1,1
325,3,0,0.909090909090909,0.625,0.363636363636364
326,2,1,0.909090909090909,0.75,0.0909090909090909
327,3,1,0.363636363636364,0.125,0.181818181818182
328,5,0,0.0909090909090909,0.75,0.454545454545455
329,3,1,0.818181818181818,1,1
330,2,1,0.181818181818182,0.5,0.545454545454545
331,4,0,0.818181818181818,0.625,0.636363636363636
332,3,1,0.272727272727273,0.375,0.0909090909090909
333,5,1,0.454545454545455,0.75,0.454545454545455
334,1,1,0.363636363636364,1,1
335,6,0,0.181818181818182,1,0.0909090909090909
336,1,1,0.909090909090909,0.75,0.454545454545455
337,5,1,0.818181818181818,0.75,0.181818181818182
338,1,1,1,0.625,0.181818181818182
339,3,1,1,1,0.727272727272727
340,6,1,0.545454545454545,0.625,0.818181818181818
341,2,1,1,1,0.454545454545455
342,1,0,0.454545454545455,0.625,0.636363636363636
343,5,1,0.181818181818182,0.875,0.727272727272727
344,3,1,0.636363636363636,0.375,0.545454545454545
345,2,1,0.818181818181818,0.875,0.727272727272727
346,3,0,0.454545454545455,0.75,0.545454545454545
347,2,1,0.363636363636364,1,0.636363636363636
348,4,0,0.272727272727273,0.375,0.636363636363636
349,4,0,1,1,1
350,1,1,1,0.75,0.545454545454545
351,2,0,0.818181818181818,0.5,0.272727272727273
352,3,0,0.363636363636364,0.625,0.909090909090909
353,1,0,0.636363636363636,0.5,0.454545454545455
354,2,1,1,0.75,0.272727272727273
355,1,0,0.727272727272727,0.875,0.909090909090909
356,3,0,0.545454545454545,0.75,0.454545454545455
357,1,0,0.727272727272727,0.625,0.909090909090909
358,5,0,0.181818181818182,0.875,1
359,3,1,0.636363636363636,0.625,0.181818181818182
360,2,0,0.818181818181818,0.625,0.363636363636364
361,7,1,0.545454545454545,0.625,0.727272727272727
362,4,1,0.909090909090909,0.875,0.727272727272727
363,1,0,1,0.75,0
364,3,1,0.727272727272727,0.25,0.0909090909090909
365,5,1,1,1,1
366,5,0,0.909090909090909,0.875,1
367,2,1,1,0.875,1
368,2,1,0.727272727272727,0.625,0.454545454545455
369,1,1,0.818181818181818,0.875,0.818181818181818
370,1,1,0.727272727272727,0,0.272727272727273
371,3,0,1,1,1
372,2,0,0.636363636363636,0.875,0.727272727272727
373,4,0,0.363636363636364,0.875,0.181818181818182
374,3,1,0.545454545454545,0.125,0.909090909090909
375,4,0,0.272727272727273,0.875,0.545454545454545
376,4,0,0.818181818181818,1,0.545454545454545
377,3,1,0.636363636363636,0.625,0.545454545454545
378,5,0,0.545454545454545,0.75,0.636363636363636
379,3,0,1,0.75,0.0909090909090909
380,1,0,1,0.5,0.909090909090909
381,2,1,0.363636363636364,0.5,0.0909090909090909
382,5,0,0.0909090909090909,0.5,0.363636363636364
383,2,1,0.818181818181818,0.875,0.181818181818182
384,2,0,1,1,1
385,3,1,0.909090909090909,0.875,0.363636363636364
386,2,0,0.272727272727273,0.75,0.181818181818182
387,1,0,1,0.875,0.272727272727273
388,4,1,0.636363636363636,0.75,0.454545454545455
389,2,1,0.363636363636364,0.75,1
390,2,0,0.363636363636364,0.875,0.545454545454545
391,2,0,1,0.25,0.454545454545455
392,2,1,0,0.25,0.636363636363636
393,2,1,0.727272727272727,0.625,0.818181818181818
394,3,0,0.545454545454545,0.75,0.909090909090909
395,3,0,1,0.875,0.636363636363636
396,1,1,0.545454545454545,0.75,1
397,4,0,0.818181818181818,0.625,0.363636363636364
398,3,0,0.636363636363636,0.625,0.636363636363636
399,3,0,0.818181818181818,0.875,0.818181818181818
400,2,1,0.727272727272727,0.5,0.0909090909090909
401,1,0,0.909090909090909,1,0.454545454545455
402,6,1,0.636363636363636,0.625,0.636363636363636
403,3,0,0.727272727272727,0.625,0.636363636363636
404,3,0,1,0.875,0.545454545454545
405,3,1,0.636363636363636,0.75,0.909090909090909
406,2,1,1,0.625,0.363636363636364
407,4,1,0.636363636363636,0.25,0.272727272727273
408,5,0,0.181818181818182,0.375,0.454545454545455
409,2,1,0.727272727272727,0.875,0.727272727272727
410,1,1,0.636363636363636,0.625,1
411,1,1,0.545454545454545,1,0.727272727272727
412,1,1,0.272727272727273,0.375,1
413,3,0,0.727272727272727,0.375,0.727272727272727
414,2,0,0.818181818181818,0.875,0.727272727272727
415,5,1,0.454545454545455,0.25,0.181818181818182
416,2,0,1,1,0.909090909090909
417,4,1,0,0,0.0909090909090909
418,3,0,0.909090909090909,0.875,0.818181818181818
419,1,0,0.818181818181818,1,0.454545454545455
420,5,1,0.636363636363636,0.875,0.636363636363636
421,4,1,0.727272727272727,0.875,0.454545454545455
422,1,0,0.545454545454545,0.75,0.545454545454545
423,1,0,0.636363636363636,0.375,1
424,2,1,1,0.75,1
425,2,1,0.727272727272727,0.625,0.727272727272727
426,2,1,1,1,1
427,3,0,1,0.625,1
428,3,1,0.818181818181818,0.625,1
429,1,0,0.636363636363636,0.625,0.727272727272727
430,2,0,0.636363636363636,0.375,0.454545454545455
431,1,0,0.636363636363636,0.5,0.454545454545455
432,3,0,0.545454545454545,0.625,0.272727272727273
433,3,0,0.363636363636364,0.375,0.545454545454545
434,3,1,0.181818181818182,0.125,1
435,3,1,0.545454545454545,0.875,0.181818181818182
436,5,0,0.272727272727273,0.75,0.0909090909090909
437,3,1,0.818181818181818,0,0
438,1,0,0.454545454545455,1,0.909090909090909
439,2,1,1,0.875,1
440,5,1,0.818181818181818,1,0.272727272727273
441,1,0,0.818181818181818,1,0.636363636363636
442,1,1,0.909090909090909,0.875,0.363636363636364
443,1,1,0.636363636363636,1,0.909090909090909
444,2,1,0.454545454545455,0.625,0.909090909090909
445,2,1,0.181818181818182,0.875,1
446,1,0,1,0.75,0.0909090909090909
447,3,0,0.636363636363636,1,1
448,2,0,0.818181818181818,0.5,0.181818181818182
449,1,0,0.545454545454545,0.75,0.727272727272727
450,1,1,0.545454545454545,1,1
451,2,1,0.818181818181818,1,0.909090909090909
452,4,0,0.0909090909090909,0.625,0.454545454545455
453,3,1,0.454545454545455,0.5,0.909090909090909
454,1,1,1,1,0.909090909090909
455,1,1,0.454545454545455,0.75,0.636363636363636
456,4,1,0.727272727272727,1,0.727272727272727
457,3,1,0.454545454545455,1,0.636363636363636
458,3,1,0.545454545454545,1,0.909090909090909
459,2,0,0.454545454545455,0.625,0.818181818181818
460,2,1,1,1,0.454545454545455
461,2,0,0.363636363636364,0.25,0.181818181818182
462,1,1,0.909090909090909,0.5,0.181818181818182
463,3,0,0.363636363636364,0.5,0.727272727272727
464,2,0,0.909090909090909,0.5,0.545454545454545
465,2,1,0.454545454545455,0.375,0.636363636363636
466,3,0,0.818181818181818,0.875,0.363636363636364
467,1,0,0.909090909090909,0.75,0.909090909090909
468,6,0,0.636363636363636,0.625,0.363636363636364
469,3,0,0.545454545454545,1,0.909090909090909
470,5,1,0.909090909090909,0.75,0.545454545454545
471,3,1,1,1,1
472,1,1,0.272727272727273,0.75,0.0909090909090909
473,2,0,0.181818181818182,0.875,0.818181818181818
474,3,0,0.909090909090909,1,0.909090909090909
475,3,1,0.818181818181818,0.375,0.727272727272727
476,1,1,1,0.875,0.727272727272727
477,5,1,0.909090909090909,1,1
478,2,1,0.818181818181818,0.75,0.545454545454545
479,1,1,0.363636363636364,0.375,0.0909090909090909
480,4,0,0.636363636363636,0.5,0.727272727272727
481,1,0,0.727272727272727,0.5,0.727272727272727
482,1,0,0.545454545454545,0.75,0.909090909090909
483,3,1,0.363636363636364,0.25,0.636363636363636
484,4,1,0.0909090909090909,0.25,0.545454545454545
485,1,0,0.363636363636364,0.625,0.636363636363636
486,4,0,0.454545454545455,0.625,0.545454545454545
487,3,0,0.818181818181818,0.625,0.272727272727273
488,3,0,0.818181818181818,0.25,0.636363636363636
489,3,0,0.363636363636364,0.875,0.909090909090909
490,2,0,0.818181818181818,0.75,0.454545454545455
491,5,1,1,1,1
492,3,1,0.0909090909090909,0.25,0.909090909090909
493,3,0,1,0.75,0.727272727272727
494,4,1,0.0909090909090909,0.5,1
495,2,0,0.818181818181818,0.75,0.545454545454545
496,4,0,1,1,0.818181818181818
497,7,0,0.454545454545455,0.625,0.636363636363636
498,2,1,0.454545454545455,0.375,0.545454545454545
499,4,0,0.545454545454545,0.75,0.454545454545455
500,3,1,1,0.875,1
501,3,1,0.818181818181818,0.625,0.636363636363636
502,3,1,0.454545454545455,0.875,0.545454545454545
503,4,0,0.181818181818182,0.625,0.454545454545455
504,3,1,0.727272727272727,0.875,0.636363636363636
505,2,1,0.181818181818182,0.75,0.272727272727273
506,3,0,0.818181818181818,1,0.636363636363636
507,3,0,0.636363636363636,0.75,0.454545454545455
508,3,1,0.909090909090909,0.5,0.272727272727273
509,6,0,0.818181818181818,0.625,0.454545454545455
510,1,0,0.727272727272727,0.75,0.818181818181818
511,4,1,0.363636363636364,0.25,1
512,7,0,0.636363636363636,1,0.636363636363636
513,2,1,0.818181818181818,0.875,0
514,2,1,1,1,0.636363636363636
515,1,0,1,1,1
516,3,1,0,0.125,0.727272727272727
517,2,1,0.545454545454545,0.75,0.545454545454545
518,4,1,0.636363636363636,0.375,0.454545454545455
519,3,1,0.272727272727273,0.875,0.818181818181818
520,3,0,0.545454545454545,0.5,0
521,5,0,0.545454545454545,0.5,0
522,1,1,0.545454545454545,0.5,0.272727272727273
523,2,1,0.636363636363636,0.75,0.636363636363636
524,5,1,0.272727272727273,0.875,0.454545454545455
525,1,1,0.0909090909090909,0.625,1
526,2,1,1,0.375,0.636363636363636
527,2,0,0.636363636363636,0.75,0.454545454545455
528,1,1,0.181818181818182,0.875,0.272727272727273
529,3,0,0.818181818181818,0.75,0.454545454545455
530,3,1,0.545454545454545,0.75,0.636363636363636
531,3,1,0.545454545454545,0.875,1
532,2,0,0.818181818181818,0.625,0.181818181818182
533,1,0,0.909090909090909,0.25,1
534,2,0,0.454545454545455,1,0.909090909090909
535,2,1,0.636363636363636,0.5,0.727272727272727
536,2,0,0.545454545454545,0.625,0.454545454545455
537,4,0,1,0.5,0.0909090909090909
538,3,1,0.909090909090909,0.875,0.636363636363636
539,2,0,0.818181818181818,1,0.727272727272727
540,1,1,0.272727272727273,0.875,0.363636363636364
541,2,1,0.454545454545455,0.625,0.181818181818182
542,3,0,0.636363636363636,0.875,0.363636363636364
543,3,0,1,1,1
544,1,0,0.727272727272727,0.75,0.909090909090909
545,4,1,1,1,0.727272727272727
546,3,1,0.727272727272727,0.75,0.636363636363636
547,3,1,0.909090909090909,0.5,0.363636363636364
548,3,0,0.363636363636364,0.75,0.363636363636364
549,3,1,0.818181818181818,0.5,0.727272727272727
550,1,1,1,0,0.818181818181818
551,1,1,1,1,1
552,6,0,0.0909090909090909,0.875,0.909090909090909
553,5,1,1,1,0.0909090909090909
554,3,0,0.818181818181818,0.875,0.727272727272727
555,4,1,1,1,1
556,2,0,0.454545454545455,0.5,0.454545454545455
557,3,0,0.909090909090909,0.875,0.545454545454545
558,1,0,0.272727272727273,0.75,1
559,3,1,0.727272727272727,1,1
560,3,1,0.363636363636364,0.625,0.363636363636364
561,1,1,0.363636363636364,0.875,0.727272727272727
562,3,0,1,0.625,0.545454545454545
563,1,1,1,0.5,0.363636363636364
564,3,0,0.272727272727273,1,1
565,3,0,0.727272727272727,0.75,0.909090909090909
566,2,1,0.454545454545455,0.625,0.909090909090909
567,2,0,1,1,0.909090909090909
568,4,0,0,0.625,1
569,3,0,0.0909090909090909,0,0.272727272727273
570,3,0,0.818181818181818,0.75,0
571,3,1,0,0.625,0.363636363636364
572,3,0,0.545454545454545,0.5,0
573,6,1,0,0.375,0.272727272727273
574,3,0,0.818181818181818,0.75,0.545454545454545
575,1,0,0.454545454545455,0.875,0.454545454545455
576,2,0,0.909090909090909,0.75,0.545454545454545
577,2,0,0.363636363636364,0.375,0.181818181818182
578,2,0,0.545454545454545,0.75,0.818181818181818
579,3,0,0.909090909090909,0.5,0.545454545454545
580,2,0,1,1,1
581,1,1,1,0.75,0.0909090909090909
582,2,0,0.909090909090909,0.75,0.272727272727273
583,3,0,1,0.875,0.909090909090909
584,1,0,0.454545454545455,0.25,0.272727272727273
585,2,1,1,1,1
586,1,0,0.818181818181818,1,0.727272727272727
587,5,0,0.454545454545455,0.5,0.181818181818182
588,1,0,0.727272727272727,1,0.545454545454545
589,3,0,1,1,0.909090909090909
590,2,0,0.454545454545455,0.5,0.727272727272727
591,1,0,1,0.625,1
592,3,1,0.0909090909090909,0.5,0.363636363636364
593,3,0,0.727272727272727,0.375,0.545454545454545
594,4,0,1,0.875,0.454545454545455
595,3,0,0.818181818181818,0.5,0.181818181818182
596,1,0,0.545454545454545,0.625,0.454545454545455
