pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,domain_frame,incentivization,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
21,Bixter,2019,"Age -related differences in delay discounting: Immediate reward, reward magnitude, and social influence",1,single,sample 1,Delay-Discounting Task,description,gain,hypothetical,100,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,0.76,NA,NA,NA,NA,NA,19.42,NA,72.48,NA,18,NA,65,NA,24,NA,79,NA,1.33,NA,4.17,NA,NA,NA,NA,LL choices,Proportion of larger‐later choices in the pre-collaboration phase. Immediate reward trials.,NA,0.54,0.19,NA,NA,NA,NA,0.66,0.2,NA,NA,NA,NA,extreme group (m + sd),directly from article
21,Bixter,2019,"Age -related differences in delay discounting: Immediate reward, reward magnitude, and social influence",2,single,sample 1,Delay-Discounting Task,description,gain,hypothetical,100,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,0.76,NA,NA,NA,NA,NA,19.42,NA,72.48,NA,18,NA,65,NA,24,NA,79,NA,1.33,NA,4.17,NA,NA,NA,NA,LL choices,Proportion of larger‐later choices in the pre-collaboration phase. Nonimmediate reward trials.,NA,0.57,0.18,NA,NA,NA,NA,0.66,0.21,NA,NA,NA,NA,extreme group (m + sd),directly from article
21,Bixter,2019,"Age -related differences in delay discounting: Immediate reward, reward magnitude, and social influence",3,single,sample 1,Delay-Discounting Task,description,gain,hypothetical,100,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,0.76,NA,NA,NA,NA,NA,19.42,NA,72.48,NA,18,NA,65,NA,24,NA,79,NA,1.33,NA,4.17,NA,NA,NA,NA,LL choices,Proportion of larger‐later choices in the pre-collaboration phase. Smaller reward magnitude trials.,NA,0.43,0.19,NA,NA,NA,NA,0.59,0.23,NA,NA,NA,NA,extreme group (m + sd),directly from article
21,Bixter,2019,"Age -related differences in delay discounting: Immediate reward, reward magnitude, and social influence",4,single,sample 1,Delay-Discounting Task,description,gain,hypothetical,100,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,0.76,NA,NA,NA,NA,NA,19.42,NA,72.48,NA,18,NA,65,NA,24,NA,79,NA,1.33,NA,4.17,NA,NA,NA,NA,LL choices,Proportion of larger‐later choices in the pre-collaboration phase. Larger reward magnitude trials.,NA,0.68,0.19,NA,NA,NA,NA,0.73,0.2,NA,NA,NA,NA,extreme group (m + sd),directly from article
22,Löckenhoff,2020,"Age Differences in Intertemporal Choice: The Role of Task Type, Outcome Characteristics, and Covariates",1,single,sample 1,Delay-Discounting Task,description,gain,hypothetical,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,48.7,NA,NA,NA,18,NA,NA,NA,87,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,Discount rate,Annual discount rate for gains,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
22,Löckenhoff,2020,"Age Differences in Intertemporal Choice: The Role of Task Type, Outcome Characteristics, and Covariates",2,single,sample 1,Sequence-Construction Task,description,gain,hypothetical,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,48.7,NA,NA,NA,18,NA,NA,NA,87,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,Sequence trend scroes,"Dichotomized sequence trend scores for gains. Scores ranged from 1 (steadily increasing) to −1 (steadily decreasing) with neutral scores indicating a preference for mixed sequences. Thus, a score of 1 would indicate a preferences for steadily increasing monetary earnings in the gain condition",-0.2334453638559054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
3,Westbrook,2013,"What Is the Subjective Cost of Cognitive Effort? Load,Trait, and Aging Effects Revealed by Economic Preference",1,Experiment 2,sample 1,Delay-Discounting Task,description,gain,hypothetical,33,17,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,78,NA,18,NA,67,NA,24,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,Area Under the Curve,"Area under the Curve averaged across $1,000 and $25,000 offers, delays from one week to ten years",NA,0.41338499471644946,0.2614388796651861,0.06340824208839455,NA,NA,NA,0.3350299401197605,0.15611640906053237,0.03902910226513309,NA,NA,Figure 4,extreme group (m + sd),figure
2,Seaman,2016,Adult age differences in decision making across domains: Increased discounting of social and health-related rewards,1,Single,Sample 1,Delay-Discounting Task,description,gain,hypothetical,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5978260869565217,NA,NA,NA,NA,NA,NA,NA,49.66304347826087,NA,NA,NA,22,NA,NA,NA,83,NA,NA,NA,18.011154769474302,NA,NA,NA,NA,NA,NA,NA,Discouting Rate,Discount parameter k,-0.03798133873245824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,age continuous,raw data
5,Halilova,2022,Short‑sighted decision‑making by those not vaccinated against COVID‑19,1,Single,Sample 1,Delay-Discounting Task,description,gain,hypothetical,4446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4966261808367072,NA,NA,NA,NA,NA,NA,NA,30.445119208277102,NA,NA,NA,18,NA,NA,NA,81,NA,NA,NA,10.6522293814809,NA,NA,NA,NA,NA,NA,NA,Area under the curve,Degree of discounting,-0.012770937283710967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,age continuous,raw data
6,Thrailkill,2022,Loss aversion and risk for cigarette smoking and other substance use,1,single,Sample 1,Monetary Choice Questionnaire,description,gain,hypothetical,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5167464114832536,NA,NA,NA,NA,NA,NA,NA,35.28887559808612,NA,NA,NA,18.25,NA,NA,NA,54.75,NA,NA,NA,8.859663590708296,NA,NA,NA,NA,NA,NA,NA,Discouting Rate,natural-log transformed parameter k value,-0.03350608624928154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,age continuous,raw data
12,Ciaramelli,2021,The role of ventromedial prefrontal cortex in reward valuation and future thinking during intertemporal choice,1,single,sample 1,Delay-Discounting Task,description,gain,hypothetical,41,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,0.14634146341463414,NA,NA,NA,NA,NA,NA,NA,56.34146341463415,NA,NA,NA,40,NA,NA,NA,70,NA,NA,NA,6.984302957695782,NA,NA,NA,NA,NA,NA,NA,Area Under the Curve,The degree to which participants discounted delayed rewards. Standard condition. Small Reward. Healthy controls.,0.07873884275074441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available,age continuous,raw data
12,Ciaramelli,2021,The role of ventromedial prefrontal cortex in reward valuation and future thinking during intertemporal choice,2,single,sample 1,Delay-Discounting Task,description,gain,hypothetical,41,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,0.14634146341463414,NA,NA,NA,NA,NA,NA,NA,56.34146341463415,NA,NA,NA,40,NA,NA,NA,70,NA,NA,NA,6.984302957695782,NA,NA,NA,NA,NA,NA,NA,Area Under the Curve,The degree to which participants discounted delayed rewards. Standard condition. Large Reward. Healthy controls.,0.21889779777756244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available,age continuous,raw data
13,Martin,2019,The appropriate response of Spanish Gitanos: short-run orientation beyond current socio-economic status,1,single,sample 1,Multiple-Price-List Task,description,gain,hypothetical,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6357615894039735,NA,NA,NA,NA,NA,NA,NA,47.16556291390729,NA,NA,NA,17,NA,NA,NA,82,NA,NA,NA,18.72553709548404,NA,NA,NA,NA,NA,NA,NA,SS choices,Number of sooner-smaller (SS) choices in the task,-0.11219011203229301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available,age continuous,raw data
14,Seaman,2021,Decision Making across Adulthood during Physical Distancing,1,Single,Sample 1,Delay-Discounting Task,description,gain,hypothetical,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5021459227467812,NA,NA,NA,NA,NA,NA,NA,52.532188841201716,NA,NA,NA,18,NA,NA,NA,86,NA,NA,NA,19.398721138937336,NA,NA,NA,NA,NA,NA,NA,SS choices,Proportion of the choices for the sooner monetary reward in the primary sample,0.09469078787164208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at https://osf.io/9xzfq/,age continuous,raw data
14,Seaman,2021,Decision Making across Adulthood during Physical Distancing,2,Single,Sample 2,Delay-Discounting Task,description,gain,hypothetical,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5061728395061729,NA,NA,NA,NA,NA,NA,NA,51.97530864197531,NA,NA,NA,18,NA,NA,NA,90,NA,NA,NA,18.658285538133676,NA,NA,NA,NA,NA,NA,NA,SS choices,Proportion of the choices for the sooner monetary reward in the replication sample,0.09975642915348673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at https://osf.io/9xzfq/,age continuous,raw data
17,Veillard,2020,Temporal discounting does not influence body mass index,1,single,Sample 1,Kirby’s Monetary Choice Questionnaire,description,gain,hypothetical,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6351706036745407,NA,NA,NA,NA,NA,NA,NA,26.1994750656168,NA,NA,NA,18,NA,NA,NA,80,NA,NA,NA,11.598870169003659,NA,NA,NA,NA,NA,NA,NA,Discount rate,Discount rate for money rewards (k_money),5.687441534470732e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available at https://osf.io/ncmf5/,age continuous,raw data
20,Zilker,2021,"Does option complexity contribute to the framing effet, loss aversion, and delay discounting in younger and older adults?",1,single,sample 1,Intertemporal Choice Task,description,gain,hypothetical,158,80,NA,78,NA,39,NA,40,NA,NA,NA,NA,NA,0.4875,NA,0.48717948717948717,NA,NA,NA,NA,47.050632911392405,23.875,NA,70.82051282051282,18,18,NA,61,77,28,NA,77,23.755870201354934,2.3350656619396424,NA,3.8333586702314584,NA,NA,NA,NA,SS Choices,Proportion of the smaller-sooner (SS) choices in the simple immediate condition,0.05633370161372986,0.39166666666666666,0.3009361857676143,NA,NA,NA,NA,0.4205128205128205,0.34146914443500836,NA,NA,NA,Figure 7; raw data at: https://osf.io/bj2tv/,extreme group (m + sd),raw data
20,Zilker,2021,"Does option complexity contribute to the framing effet, loss aversion, and delay discounting in younger and older adults?",2,single,sample 1,Intertemporal Choice Task,description,gain,hypothetical,158,80,NA,78,NA,39,NA,40,NA,NA,NA,NA,NA,0.4875,NA,0.48717948717948717,NA,NA,NA,NA,47.050632911392405,23.875,NA,70.82051282051282,18,18,NA,61,77,28,NA,77,23.755870201354934,2.3350656619396424,NA,3.8333586702314584,NA,NA,NA,NA,SS Choices,Proportion of the smaller-sooner (SS) choices in the complex immediate condition,0.12170510008369878,0.35541666666666666,0.27665592729906335,NA,NA,NA,NA,0.4230769230769231,0.3125239473563869,NA,NA,NA,Figure 7; raw data at: https://osf.io/bj2tv/,extreme group (m + sd),raw data
20,Zilker,2021,"Does option complexity contribute to the framing effet, loss aversion, and delay discounting in younger and older adults?",3,single,sample 1,Intertemporal Choice Task,description,gain,hypothetical,158,80,NA,78,NA,39,NA,40,NA,NA,NA,NA,NA,0.4875,NA,0.48717948717948717,NA,NA,NA,NA,47.050632911392405,23.875,NA,70.82051282051282,18,18,NA,61,77,28,NA,77,23.755870201354934,2.3350656619396424,NA,3.8333586702314584,NA,NA,NA,NA,SS Choices,Proportion of the smaller-sooner (SS) choices in the delayed condition,0.0743404549924597,0.3983333333333333,0.31241989127926534,NA,NA,NA,NA,0.44017094017094016,0.3512237511304202,NA,NA,NA,Figure 7; raw data at: https://osf.io/bj2tv/,extreme group (m + sd),raw data
16,Skylark,2020,The delay-reward heuristic: What do people expect in intertemporal choice tasks?,1,Study 1A,Sample 1,Intertemporal Choice Task,description,gain,hypothetical,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2857142857142857,NA,NA,NA,NA,NA,NA,NA,36.232142857142854,NA,NA,NA,20,NA,NA,NA,67,NA,NA,NA,11.142043343576162,NA,NA,NA,NA,NA,NA,NA,Expected reward,Expected reward after 1 day,0.2606459342971536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at: https://osf.io/e2fnt/,age continuous,raw data
16,Skylark,2020,The delay-reward heuristic: What do people expect in intertemporal choice tasks?,2,Study 1A,Sample 2,Intertemporal Choice Task,description,gain,hypothetical,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,34.81481481481482,NA,NA,NA,20,NA,NA,NA,73,NA,NA,NA,11.741032827304924,NA,NA,NA,NA,NA,NA,NA,Expected reward,Expected reward after 1 month,-0.21319059763893933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at: https://osf.io/e2fnt/,age continuous,raw data
16,Skylark,2020,The delay-reward heuristic: What do people expect in intertemporal choice tasks?,3,Study 1A,Sample 3,Intertemporal Choice Task,description,gain,hypothetical,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4528301886792453,NA,NA,NA,NA,NA,NA,NA,37.20754716981132,NA,NA,NA,21,NA,NA,NA,66,NA,NA,NA,12.377645001816841,NA,NA,NA,NA,NA,NA,NA,Expected reward,Expected reward after 1 week,0.10036647059257577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at: https://osf.io/e2fnt/,age continuous,raw data
16,Skylark,2020,The delay-reward heuristic: What do people expect in intertemporal choice tasks?,4,Study 1A,Sample 4,Intertemporal Choice Task,description,gain,hypothetical,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46551724137931033,NA,NA,NA,NA,NA,NA,NA,36.48275862068966,NA,NA,NA,20,NA,NA,NA,60,NA,NA,NA,10.657739761220801,NA,NA,NA,NA,NA,NA,NA,Expected reward,Expected reward after 1 year,-0.07463455838363493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at: https://osf.io/e2fnt/,age continuous,raw data
16,Skylark,2020,The delay-reward heuristic: What do people expect in intertemporal choice tasks?,5,Study 1A,Sample 5,Intertemporal Choice Task,description,gain,hypothetical,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40350877192982454,NA,NA,NA,NA,NA,NA,NA,33.91228070175438,NA,NA,NA,20,NA,NA,NA,60,NA,NA,NA,8.986658169901458,NA,NA,NA,NA,NA,NA,NA,Expected reward,Expected reward after 2 weeks,-0.015261289091455018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at: https://osf.io/e2fnt/,age continuous,raw data
16,Skylark,2020,The delay-reward heuristic: What do people expect in intertemporal choice tasks?,6,Study 1A,Sample 6,Intertemporal Choice Task,description,gain,hypothetical,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41818181818181815,NA,NA,NA,NA,NA,NA,NA,36.74545454545454,NA,NA,NA,22,NA,NA,NA,74,NA,NA,NA,13.668317219866374,NA,NA,NA,NA,NA,NA,NA,Expected reward,Expected reward after 6 months,-0.29839114034907693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at: https://osf.io/e2fnt/,age continuous,raw data
16,Skylark,2020,The delay-reward heuristic: What do people expect in intertemporal choice tasks?,7,Study 1B,Sample 1,Intertemporal Choice Task,description,gain,hypothetical,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4727272727272727,NA,NA,NA,NA,NA,NA,NA,34.236363636363635,NA,NA,NA,20,NA,NA,NA,71,NA,NA,NA,11.289069830729971,NA,NA,NA,NA,NA,NA,NA,Number of days,Number of days associated to an outcome of $13,0.20964027648760797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at: https://osf.io/e2fnt/,age continuous,raw data
16,Skylark,2020,The delay-reward heuristic: What do people expect in intertemporal choice tasks?,8,Study 1B,Sample 2,Intertemporal Choice Task,description,gain,hypothetical,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43103448275862066,NA,NA,NA,NA,NA,NA,NA,36.3448275862069,NA,NA,NA,21,NA,NA,NA,66,NA,NA,NA,9.763073509695442,NA,NA,NA,NA,NA,NA,NA,Number of days,Number of days associated to an outcome of $18,0.11318178119338128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at: https://osf.io/e2fnt/,age continuous,raw data
16,Skylark,2020,The delay-reward heuristic: What do people expect in intertemporal choice tasks?,9,Study 1B,Sample 3,Intertemporal Choice Task,description,gain,hypothetical,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3448275862068966,NA,NA,NA,NA,NA,NA,NA,36.758620689655174,NA,NA,NA,21,NA,NA,NA,63,NA,NA,NA,10.4567787882086,NA,NA,NA,NA,NA,NA,NA,Number of days,Number of days associated to an outcome of $23,0.2546333511319657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data at: https://osf.io/e2fnt/,age continuous,raw data
